X,Y,fid,gml_id,OBJECTID,C_S_Nr,C_S_Name,C_S_SG,C_S_Str,C_S_HNr,C_S_PLZ,C_S_Ort,C_S_Email,C_S_HomeP,C_S_GEO_X,C_S_GEO_Y,C_S_Status,C_S_SF,C_S_SF_Sta,C_S_GTA,C_S_Traeg,C_S_SI,C_S_PrSt,C_S_SuS,C_S_SuS_ES,C_S_SuS_PS,C_S_SuS_S1,C_S_SuS_S2,Schwerpunkt
556690.856,5925562.826,C_2015_Schulen_PrSt.242,id4a8a9e0e-15e4-4170-b9e6-e4dadefb362a,299,5747,Ganztagsgrundschule Am Johannisland,101004,Am Johannisland,4,21147,Hamburg,ganztagsgrundschule-am-johannisland@bsb.hamburg.de,http://www.ganztagsgrundschule-am-johannisland.hamburg.de,556690.856,5925562.826,staatl.,G,G,GTS ohne Träger,,2,PrSt,334,38,296,0,0,1
558816.999,5925696.335,C_2015_Schulen_PrSt.243,id8ab1e128-df7a-4ba8-be6a-c26e7990c015,300,5749,Grundschule An der Haake,100007,Lange Striepen,51,21147,Hamburg,grundschule-an-der-haake@bsb.hamburg.de,https://www.grundschule-an-der-haake.de,558816.999,5925696.335,staatl.,G,G,GTS ohne Träger,,3,PrSt,356,31,325,0,0,1
553774.132,5930001.927,C_2015_Schulen_PrSt.244,id8b63b963-4469-4292-92b6-9df8dd6e1038,301,5753,Schule Arp-Schnitger-Stieg,103003,Arp-Schnitger-Stieg,19,21129,Hamburg,schule-arp-schnitger-stieg@bsb.hamburg.de,http://www.schule-arp-schnitger-stieg.hamburg.de,553774.132,5930001.927,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,198,19,179,0,0,
557368.257,5925414.086,C_2015_Schulen_PrSt.245,id60425fcd-e0dc-421a-87ec-d1c9fa10142c,302,5755,Grundschule Neugraben - Offene Ganztagsgrundschule (GBS),101007,Francoper Straße,32,21147,Hamburg,grundschule-neugraben-off-ganztagsgs@bsb.hamburg.de,http://www.grundschule-neugraben.de,557368.257,5925414.086,staatl.,G,G,GBS (immer mit Träger),,2,PrSt,273,38,235,0,0,
565750.917,5929612.24199999962,C_2015_Schulen_PrSt.246,ide7da89e9-5585-40c0-8928-a03fe0d0576c,303,5761,Schule Rotenhäuser Damm,16009,Rotenhäuser Damm,45,21107,Hamburg,schule-rotenhaeuser-damm@bsb.hamburg.de,http://www.schule-rhd45.hamburg.de,565750.917,5929612.242,staatl.,G,G,GTS ohne Träger,,1,PrSt,281,33,248,0,0,
555666.511,5924571.438,C_2015_Schulen_PrSt.247,id8e084425-a43c-4b67-91c2-777a80893e51,304,5762,Schule Schnuckendrift,101015,Schnuckendrift,21,21149,Hamburg,schule-schnuckendrift@bsb.hamburg.de,http://www.schule-schnuckendrift.de,555666.511,5924571.438,staatl.,G,G,GTS ohne Träger,,5,PrSt,293,36,257,0,0,
567328.892,5926489.87799999956,C_2015_Schulen_PrSt.248,id5f0175ee-a2b5-4f94-b768-6cf20139d97f,305,5763,Grundschule Stübenhofer Weg,16023,Stübenhofer Weg,20,21109,Hamburg,grundschule-stuebenhofer-weg@bsb.hamburg.de,https://grundschule-stuebenhofer-weg.hamburg.de,567328.892,5926489.878,staatl.,G,G,GTS ohne Träger,,2,PrSt,259,18,241,0,0,
579887.992,5919656.80399999954,C_2015_Schulen_SekI.42,id5c43868c-4f3a-4574-85dd-36e742e5346c,65,5087,Stadtteilschule Kirchwerder,80002,Kirchwerder Hausdeich,341,21037,Hamburg,stadtteilschule-kirchwerder@bsb.hamburg.de,http://www.schule-kirchwerder.hamburg.de,579887.992,5919656.804,staatl.,STS,STS,GBS (immer mit Träger),,4,PrSt,1077,20,111,781,165,
554241.107,5925033.235,C_2015_Schulen_PrSt.249,id58be0e6e-f350-4241-9891-97483ffeb729,306,5768,Schule Ohrnsweg,101009,Ohrnsweg,52,21149,Hamburg,schule-ohrnsweg@bsb.hamburg.de,http://www.ohrnsweg.de,554241.107,5925033.235,staatl.,G,G,GTS ohne Träger,,2,PrSt,144,14,130,0,0,
567940.718,5926911.96499999985,C_2015_Schulen_PrSt.250,id2b7401fa-958b-49b0-999b-9e15668a1c96,307,5773,Schule an der Burgweide,16018,Karl-Arnold-Ring,13,21109,Hamburg,schule-an-der-burgweide@bsb.hamburg.de,http://www.burgweide.de,567940.718,5926911.965,staatl.,G,G,GTS ohne Träger,,1,PrSt,265,22,173,70,0,1
575012.033,5948035.694,C_2015_Schulen_PrSt.251,id52b43ef0-45bf-4cd5-8c58-5df6d582f6a6,373,7706,Christophorus-Schule,72002,Bergstedter Chaussee,205,22395,Hamburg,schule@christophorus-hamburg.de,http://www.christophorus-hamburg.de,575012.033,5948035.694,privat,SO,SOp,GTS ohne Träger,Christophorus-Schulverein in Hamburg e.V.,-1,PrSt,161,0,39,96,26,
557054.804,5934063.744,C_2015_Schulen_PrSt.252,id6422712c-ad8a-47d8-b748-0cd3fab53934,374,7707,Raphael-Schule,30004,Quellental,25,22609,Hamburg,sekretariat@raphael-schule-hamburg.de,http://www.raphael-schule-hamburg.de,557054.804,5934063.744,privat,SO,SOp,GTS ohne Träger,Raphael-Schule e.V. Verein zur Förderung der anthroposophischen Heilpädagogik im Hamburger Westen,-1,PrSt,114,0,24,68,22,
582380.274,5926490.621,C_2015_Schulen_PrSt.253,id64824e5a-d5ae-438d-b0ab-55c20a581092,375,7708,Montessorischule Hamburg-Bergedorf,76018,August-Bebel-Straße,196,21029,Hamburg,info@montessorischule-hamburg.de,,582380.274,5926490.621,privat,G,Gp,GBS (immer mit Träger),Montessorischschule Hamburg-Bergedorf gGmbH,-1,PrSt,96,0,96,0,0,
567458.031,5934057.02599999961,C_2015_Schulen_PrSt.254,id6e787574-196b-4b50-96b2-ada05c4d91d1,377,7715,Private Grundschule Brecht,5009,Norderstraße,163,20097,Hamburg,info@brecht-schulen.de,http://www.brecht-schulen.de,567458.031,5934057.026,privat,G,Gp,GTS ohne Träger,Brecht-Schulen GmbH,-1,PrSt,278,0,278,0,0,
563420.265,5935669.518,C_2015_Schulen_PrSt.255,idec7eb64c-ddcd-41ea-b6fb-6649cc05730f,379,7909,Christian-Morgenstern-Schule (Grundschule),35022,Heinrichstraße,14,22769,Hamburg,mail@innerestadt.de,http://www.christianmorgensternschule.de,563420.265,5935669.518,privat,G,Gp,unbekannt,Verein Freie Schule und Kita Hamburg innere Stadt e.V.,-1,PrSt,106,0,106,0,0,
578168.596,5938761.954,C_2015_Schulen_PrSt.256,idc08fb4c4-bfaa-477e-94c6-ff54d60f7134,380,7910,Neue Schule Hamburg,74031,Schimmelreiterweg,11,22149,Hamburg,info@neue-schule-hamburg.org,http://www.infoneue-Schule-Hamburg.org,578168.596,5938761.954,privat,STS,STSp,GTS ohne Träger,Neue Schule Hamburg e.V.,-1,PrSt,79,0,25,54,0,
561762.29,5934428.12799999956,C_2015_Schulen_PrSt.257,id42ec0ca9-eb05-4af8-ab3a-bd9a7a34e912,381,7911,"Bugenhagen-Schule Ottensen, Evangelische Grundschule an der Osterkirche",24009,Bei der Osterkirche,17,22765,Hamburg,schulbuero@bugi.de,,561762.29,5934428.128,privat,G,Gp,GTS ohne Träger,Evangelische Stiftung Alsterdorf,-1,PrSt,68,0,68,0,0,
564092.256,5935923.471,C_2015_Schulen_PrSt.258,idd2f6acc4-647b-465a-b14b-fa2421cc1abe,383,7916,Monaddrei-Schule Hamburg,35024,Schäferkampsallee,27,20357,Hamburg,info@monaddrei.de,,564092.256,5935923.471,privat,G,Gp,unbekannt,Monaddrei - Institut zur Förderung der ganzheitlichen Bildung und Beratung gGmbH,-1,PrSt,78,0,78,0,0,
567990.295,5941534.989,C_2015_Schulen_PrSt.259,id8a517546-ce29-474b-9665-ee31a004f761,384,7917,Zukunftsschule Alsterpalais (Grundschule),47003,Alsterdorfer Straße,523,22337,Hamburg,primar.alsterpalais@flachsland-hamburg.de,http://www.flachsland-hamburg.de,567990.295,5941534.989,privat,G,Gp,unbekannt,Flachsland Zukunftsschulen Gemeinnützige  GmbH,-1,PrSt,92,0,92,0,0,
568045.675,5933664.109,C_2015_Schulen_PrSt.260,ide45dff5c-9a34-4c1d-9d16-34356ec8dbb7,385,7918,Bilinguale Grundschule PHORMS Hamburg,6004,Wendenstraße,35,20097,Hamburg,hamburg@phorms.de,http://www.hamburg.phorms.de,568045.675,5933664.109,privat,G,Gp,GBS (immer mit Träger),Phorms Hamburg gGmbH,-1,PrSt,181,0,181,0,0,
564749.924,5940118.91299999971,C_2015_Schulen_PrSt.261,id7bf37924-5400-45b5-b280-0f46d319bf09,386,7920,Moderne Schule Hamburg (Grundschule),46007,Brödermannsweg,17,22453,Hamburg,info@moderne-schule-hamburg.de,,564749.924,5940118.913,privat,G,Gp,GTS ohne Träger,Moderne Schule Hamburg gGmbH (MSH),-1,PrSt,117,19,98,0,0,
565146.744,5935981.051,C_2015_Schulen_PrSt.262,id8e8ae148-2ba2-4693-9046-23bb9a0600e7,390,8004,Joseph-Carlebach-Schule (Grundschule),36007,Grindelhof,30,20146,Hamburg,info@jcsh.de,http://www.jcsh.de,565146.744,5935981.051,privat,G,Gp,GTS ohne Träger,Jüdische Gemeinde Hamburg,-1,PrSt,95,18,77,0,0,
573701.823,5941256.84,C_2015_Schulen_PrSt.263,id2d400238-9add-408a-bb06-c393dc28111f,392,8008,August-Hermann-Francke-Schule Farmsen,62008,August-Krogmann-Straße,115,22159,Hamburg,info@ahfs-hamburg.de,http://www.ahfs-hamburg.de,573701.823,5941256.84,privat,G,Gp,GTS ohne Träger,Freie Christliche Bekenntnisschule Hamburg e.V.,5,PrSt,143,17,126,0,0,
563421.187,5939906.64699999988,C_2015_Schulen_PrSt.264,id8803e658-d586-4f87-b5f8-b9d6d1bc6fed,394,8013,"Lycée Français de Hambourg 'Antoine de St. Exupéry' (Grundschule)",39003,Hartsprung,23,22529,Hamburg,info@lfh.de,,563421.187,5939906.647,privat,G,Gp,GBS (immer mit Träger),Verein der Eltern und Freunde des Lycée Français de Hambourg e.V.,-1,PrSt,360,0,296,64,0,
567981.224,5938061.305,C_2015_Schulen_SekI.43,id2647b0ee-9336-46c3-a6cf-487924a1f926,66,5088,Stadtteilschule Winterhude,48025,Meerweinstraße,26,22303,Hamburg,stadtteilschule-winterhude@bsb.hamburg.de,http://www.sts-winterhude.de,567981.224,5938061.305,staatl.,STS,STS,GTS ohne Träger,,5,PrSt,1074,26,269,574,205,1
560119.975,5935173.27,C_2015_Schulen_PrSt.265,idecded070-bfea-4993-b315-66c1e11383bf,395,8014,August-Hermann-Francke-Schule Bahrenfeld,25015,Händelstraße,11,22761,Hamburg,info@ahfs-hamburg.de,,560119.975,5935173.27,privat,G,Gp,GTS ohne Träger,Freie Christliche Bekenntnisschule Hamburg e.V.,-1,PrSt,90,0,72,18,0,
574973.195,5942823.381,C_2015_Schulen_PrSt.266,ida16446ae-0529-4abf-8a4d-807c7805a890,396,8015,August-Hermann-Francke-Schule Berne,62002,Berner Allee,20,22159,Hamburg,info@ahfs-hamburg.de,,574973.195,5942823.381,privat,G,Gp,GTS ohne Träger,Freie Christliche Bekenntnisschule Hamburg e.V.,-1,PrSt,109,19,90,0,0,
579702.499,5926685.409,C_2015_Schulen_PrSt.267,idaf48b629-42bb-42bf-9364-a40be91dba4c,397,8016,August-Hermann-Francke-Schule Bergedorf,76012,Glasbläserhöfe,2,21035,Hamburg,info@ahfs-hamburg.de,http://ahfs-hamburg.de/cms/bergedorf/,579702.499,5926685.409,privat,G,Gp,GBS (immer mit Träger),Freie Christliche Bekenntnisschule Hamburg e.V.,-1,PrSt,47,12,35,0,0,
574585.808,5939925.22499999963,C_2015_Schulen_PrSt.268,id06c3a785-7ff2-4a63-9475-f6a58d035daa,398,8101,Rudolf-Steiner-Schule Wandsbek,62012,Rahlstedter Weg,60,22159,Hamburg,schule@waldorfschule-wandsbek.de,http://www.waldorfschule-wandsbek.de/,574585.808,5939925.225,privat,STS,STSp,unbekannt,Rudolf Steiner Schulverein Wandsbek e.V.,-1,PrSt,860,0,278,404,178,
556696.914,5933690.194,C_2015_Schulen_PrSt.269,id051de1c5-6a19-47b1-8bff-32a0f218ec3e,399,8102,Rudolf-Steiner-Schule Nienstedten,30004,Elbchaussee,366,22609,Hamburg,mail@waldorfschule-nienstedten.de,http://www.waldorfschule-nienstedten.de,556696.914,5933690.194,privat,STS,STSp,unbekannt,Rudolf Steiner Schule Nienstedten e.V.,-1,PrSt,477,0,154,228,95,
570424.889,5936170.8,C_2015_Schulen_PrSt.270,id65eaf2b2-3c2f-4b95-96a5-827663a0819f,400,8106,Friedrich-Robbe-Institut,59001,Bärenallee,15,22041,Hamburg,mail@robbe-institut.de,http://www.friedrich-robbe-institut.de,570424.889,5936170.8,privat,SO,SOp,GTS ohne Träger,Friedrich-Robbe-Institut e.V.,-1,PrSt,89,0,26,44,19,
575029.142,5948109.416,C_2015_Schulen_PrSt.271,idf0ba490d-1915-4cc7-b542-fa195c78295d,401,8112,Rudolf-Steiner-Schule Bergstedt,72002,Bergstedter Chaussee,207,22395,Hamburg,info@steinerschule-bergstedt.de,http://www.steinerschule-bergstedt.de,575029.142,5948109.416,privat,STS,STSp,GTS ohne Träger,Rudolf Steiner Schule Bergstedt e.V.,-1,PrSt,463,0,144,220,99,
561088.562,5933912.93099999987,C_2015_Schulen_PrSt.272,idcbe8f717-1a4c-429a-bc83-08aeabaaefb1,402,8113,Rudolf-Steiner-Schule Altona,24011,Bleickenallee,1,22763,Hamburg,mail@waldorfschule-altona.de,http://www.waldorfschule-altona.de/,561088.562,5933912.931,privat,STS,STSp,unbekannt,Rudolf Steiner Schule Altona e.V.,-1,PrSt,400,0,129,190,81,
559208.268,5923948.785,C_2015_Schulen_PrSt.273,id2459bb9e-25ea-4c34-b2b2-a89c6279189a,403,8114,Rudolf-Steiner-Schule Harburg,100009,Ehestorfer Heuweg,82,21149,Hamburg,mail@rudolfsteinerschule-harburg.de,,559208.268,5923948.785,privat,STS,STSp,unbekannt,Rudolf Steiner Schule Harburg e.V.,-1,PrSt,450,0,145,219,86,
580740.045,5926926.99899999984,C_2015_Schulen_PrSt.274,id00306a09-6945-41eb-9f82-cfd38d21cae7,404,8115,Rudolf-Steiner-Schule Bergedorf,76013,Am Brink,7,21029,Hamburg,email@waldorfschule-bergedorf.de,,580740.045,5926926.999,privat,STS,STSp,GTS ohne Träger,Rudolf Steiner Schule Bergedorf e.V.,-1,PrSt,416,0,132,208,76,
563704.054,5924463.103,C_2015_Schulen_PrSt.275,id580db9d3-6aed-4063-b553-a1756d16b0f7,405,8117,Michael Schule,97008,Woellmerstraße,1,21075,Hamburg,mail@michaelschule.net,,563704.054,5924463.103,privat,SO,SOp,GTS ohne Träger,Michael Schule Harburg e.V.,-1,PrSt,93,0,12,60,21,
570868.867,5934553.497,C_2015_Schulen_PrSt.276,id0214d105-b0d2-4504-8b37-1bc1236e8bf5,409,8204,Wichern-Schule (Grundschule),11006,Horner Weg,164,22111,Hamburg,wichern-schule@rauheshaus.de,,570868.867,5934553.497,privat,G,Gp,GBS (immer mit Träger),Stiftung Das Rauhe Haus,4,PrSt,298,0,298,0,0,
574863.311,5933170.94699999969,C_2015_Schulen_SekI.44,id25aad9fa-b21b-47e8-81f7-7b9f168bb505,67,5089,Stadtteilschule Öjendorf,12016,Pergamentweg,1,22117,Hamburg,stadtteilschule-oejendorf@bsb.hamburg.de,http://www.stadtteilschule-oejendorf.de,574863.311,5933170.947,staatl.,STS,STS,GTS ohne Träger,,1,,618,0,0,584,34,
564461.17,5938039.491,C_2015_Schulen_SekI.45,id957c3608-7c6b-4b29-9c5d-b3bff09ce68c,68,5090,Stadtteilschule Eppendorf,44001,Löwenstraße,58,20251,Hamburg,stadtteilschule-eppendorf@bsb.hamburg.de,http://www.gseppendorf.de,564461.17,5938039.491,staatl.,STS,STS,GTS ohne Träger,,4,PrSt,951,13,180,758,0,1
557560.146,5925785.446,C_2015_Schulen_SekI.46,id5a8ce0ca-0e61-45b9-9153-b35571dc80dd,69,5093,Stadtteilschule Süderelbe,101006,Neumoorstück,1,21147,Hamburg,stadtteilschule-suederelbe@bsb.hamburg.de,http://www.stadtteilschule-suederelbe.de,557560.146,5925785.446,staatl.,STS,STS,GTS ohne Träger,,2,,850,0,0,748,102,
580019.72,5929149.87399999984,C_2015_Schulen_SekI.47,id220a38e7-04e7-46b2-9f67-265871a8e5c6,70,5094,Stadtteilschule Lohbrügge,75006,Binnenfeldredder,7,21031,Hamburg,stadtteilschule-lohbruegge@bsb.hamburg.de,http://www.stadtteilschule-lohbruegge.hamburg.de,580019.72,5929149.874,staatl.,STS,STS,GTS ohne Träger,,3,,1093,0,0,901,192,1
565656.761,5928968.768,C_2015_Schulen_SekI.48,id04d427e2-3782-4dc9-9d89-80b0c725de76,71,5095,Stadtteilschule Wilhelmsburg,16013,Perlstieg,1,21107,Hamburg,stadtteilschule-wilhelmsburg@bsb.hamburg.de,http://www.stadtteilschule-wilhelmsburg.hamburg.de,565656.761,5928968.768,staatl.,STS,STS,GTS ohne Träger,,1,PrSt,1155,51,287,817,0,
573059.09,5934721.91399999987,C_2015_Schulen_SekI.49,idded6058f-2fb6-4c69-96e8-ab474af200d2,72,5097,Brüder-Grimm-Schule,11011,Steinadlerweg,26,22119,Hamburg,brueder-grimm-schule@bsb.hamburg.de,http://brueder-grimm.schulhomepages.hamburg.de/,573059.09,5934721.914,staatl.,STS,STS,GTS ohne Träger,,2,PrSt,905,18,241,646,0,
577002.956,5942886.017,C_2015_Schulen_SekI.50,id961ccee6-7f9f-4263-952f-c2a44eb140f4,73,5098,Stadtteilschule Meiendorf,74007,Deepenhorn,1,22145,Hamburg,stadtteilschule-meiendorf@bsb.hamburg.de,http://www.sts-meiendorf.hamburg.de,577002.956,5942886.017,staatl.,STS,STS,GTS ohne Träger,,4,,403,0,0,403,0,
567604.556,5931365.483,C_2015_Schulen_SekI.51,id855ab5d6-086d-476d-a0fc-cf56d64fd41d,74,5099,Schule auf der Veddel,15001,Slomanstieg,1,20539,Hamburg,schule-auf-der-veddel@bsb.hamburg.de,http://www.schule-auf-der-veddel.hamburg.de,567604.556,5931365.483,staatl.,STS,STS,GTS ohne Träger,,1,PrSt,458,20,208,230,0,
568912.07,5932348.677,C_2015_Schulen_SekI.52,id4ebafdb0-dae7-42e4-b18d-ba28ff379e40,86,5121,Schule Marckmannstraße,14003,Marckmannstraße,60,20539,Hamburg,Schule-Marckmannstrasse@bsb.hamburg.de,http://www.schule-marckmannstrasse.de/,568912.07,5932348.677,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,95,0,36,46,13,
559558.346,5934149.774,C_2015_Schulen_SekI.53,id9311d3a1-b478-4492-9db7-6ccf84db8b98,95,5145,Elbschule Bildungszentrum Hören und Kommunikation,27008,Holmbrook,20,22605,Hamburg,elbschule@bsb.hamburg.de,http://www.elbschule.hamburg.de,559558.346,5934149.774,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,209,4,74,131,0,
574179.943,5932641.21399999969,C_2015_Schulen_SekI.54,id34513389-3361-4485-8896-327adbe417bf,101,5172,Schule am Schleemer Park,12019,Oberschleems,9,22117,Hamburg,schule-am-schleemer-park@bsb.hamburg.de,http://www.schuleamschleemerpark.hamburg.de,574179.943,5932641.214,staatl.,G,G,GBS (immer mit Träger),,1,PrSt,455,54,383,18,0,
559640.766,5934041.286,C_2015_Schulen_SekI.55,id908c0567-e5c6-4da2-a6dc-54fef2431d1b,116,5219,Schule Hirtenweg,27008,Holmbrook,10,22605,Hamburg,schule-hirtenweg@bsb.hamburg.de,http://www.schule-hirtenweg.hamburg.de,559640.766,5934041.286,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,191,0,49,130,12,
559555.826,5936430.35699999984,C_2015_Schulen_SekI.56,id9c881a8b-f8b5-40aa-a30a-37dc1bf4b540,129,5245,Schule Kielkamp,25001,Kielkamp,16,22761,Hamburg,schule-kielkamp@bsb.hamburg.de,http://www.schule-kielkamp.Hamburg.de,559555.826,5936430.357,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,132,0,48,77,7,
562401.068,5936554.915,C_2015_Schulen_SekI.57,id31fd340f-20a6-4240-b2b5-383178b87207,149,5312,Schule Rellinger Straße,35012,Rellinger Straße,13,20257,Hamburg,schule-rellinger-strasse@bsb.hamburg.de,http://www.schule-rellinger-strasse.de,562401.068,5936554.915,staatl.,G,G,GTS ohne Träger,,5,PrSt,392,26,260,106,0,
562925.745,5938173.944,C_2015_Schulen_SekI.58,ida2700807-25fe-4655-a4e3-a0415a7502ab,162,5344,Schule Vizelinstraße,39007,Vizelinstraße,50,22529,Hamburg,schule-vizelinstrasse@bsb.hamburg.de,http://www.schule-vizelinstrasse.hamburg.de,562925.745,5938173.944,staatl.,G,G,GTS ohne Träger,,1,PrSt,295,34,205,56,0,
564296.469,5940259.17899999954,C_2015_Schulen_SekI.59,id960790ba-5557-4561-b2d7-005bc5635629,164,5346,Schule Lokstedter Damm,46004,Lokstedter Damm,38,22453,Hamburg,Schule-Lokstedter-Damm@bsb.hamburg.de,,564296.469,5940259.179,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,103,0,29,59,15,
563523.216,5934881.00299999956,C_2015_Schulen_SekI.60,id4d9b2db7-74a0-4278-a0ff-1b5aa76a49b9,168,5350,ReBBZ Altona,21002,Sommerhuder Straße,18,22767,Hamburg,rebbz-altona-bildung-bernstorffstrasse@bsb.hamburg.de,,563523.216,5934881.003,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,166,3,58,105,0,
557052.044,5938519.418,C_2015_Schulen_SekI.61,id61695f1c-633b-4a88-9e62-aa2c543b3048,169,5351,ReBBZ Altona-West,28009,Böttcherkamp,144,22549,Hamburg,rebbz-altona-west-bildung@bsb.hamburg.de,,557052.044,5938519.418,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,109,0,13,96,0,
580067.619,5928135.805,C_2015_Schulen_SekI.62,idf916e59c-f192-497b-b8b0-68d9d4de3ea0,170,5352,ReBBZ Bergedorf,75015,Billwerder Billdeich,648 a,21031,Hamburg,ReBBZ-bergedorf-bildung-leuschnerstrasse@bsb.hamburg.de,,580067.619,5928135.805,staatl.,SO,SO,GBS (immer mit Träger),,-1,PrSt,218,12,106,100,0,
562615.127,5941987.227,C_2015_Schulen_SekI.63,id3cfb426f-bbe4-44e0-855c-728beaa4fd60,171,5353,ReBBZ Eimsbüttel,40016,Bindfeldweg,37,22459,Hamburg,rebbz-eimsbuettel-bildung-bindfeldweg@bsb.hamburg.de,,562615.127,5941987.227,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,93,0,32,61,0,
557308.379,5925643.29399999976,C_2015_Schulen_SekI.64,id7725f797-0eda-4d56-9fd1-9a4ffdad119a,172,5354,ReBBZ Süderelbe,101007,Neumoorstück,2,21147,Hamburg,rebbz-suederelbe-bildung@bsb.hamburg.de,http://www.frieda-stoppenbrink-schule.de,557308.379,5925643.294,staatl.,SO,SO,GTS-Übergang,,-1,PrSt,103,0,2,101,0,
564679.619,5923237.97,C_2015_Schulen_SekI.65,id96dc8bf0-787a-466e-84cc-3a66b4ed0bb1,173,5355,ReBBZ Harburg,96005,Kapellenweg,63,21073,Hamburg,rebbz-harburg-bildung-baererstrasse@bsb.hamburg.de,,564679.619,5923237.97,staatl.,SO,SO,GBS (immer mit Träger),,-1,PrSt,305,10,94,201,0,
572969.798,5933673.39599999972,C_2015_Schulen_SekI.66,id6dbf505c-1365-4a24-9272-562c508cbfd1,174,5356,ReBBZ Billstedt,12007,Steinfeldtstraße,1,22119,Hamburg,rebbz-billstedt-bildung@bsb.hamburg.de,,572969.798,5933673.396,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,186,0,55,131,0,
567217.172,5928532.137,C_2015_Schulen_SekI.67,id31a579fc-790d-43fc-b7a0-69310d2b4df1,175,5357,ReBBZ Wilhelmsburg,16017,Krieterstraße,2 a,21109,Hamburg,rebbz-wilhelmsburg-bildung-krieterstrasse@bsb.hamburg.de,,567217.172,5928532.137,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,301,11,131,159,0,
569606.81,5934389.795,C_2015_Schulen_SekI.68,id3a4d7516-3b82-4b8d-9db2-ae2708265b69,176,5358,ReBBZ Mitte,9002,Laeiszstraße,12,20537,Hamburg,rebbz-mitte-bildung@bsb.hamburg.de,,569606.81,5934389.795,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,154,0,50,104,0,
567213.374,5942382.47599999979,C_2015_Schulen_SekI.69,idaea21eef-a0d6-4e59-84ce-a280b7af4e3c,177,5359,ReBBZ Winterhude,55008,Winterhuder Weg,11,22335,Hamburg,rebbz-winterhude-bildung-eschenweg@bsb.hamburg.de,http://www.hamburg.de/rebbz-winterhude,567213.374,5942382.476,staatl.,SO,SO,GBS (immer mit Träger),,-1,PrSt,154,8,82,64,0,
567477.365,5941119.105,C_2015_Schulen_SekI.70,idf4b2f240-a28a-45b8-b94f-3553480172f4,178,5360,ReBBZ Nord,47003,Sengelmannstraße,50,22297,Hamburg,rebbz-nord-bildung@bsb.hamburg.de,,567477.365,5941119.105,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,125,0,26,99,0,
572255.363,5942260.057,C_2015_Schulen_SekI.71,idb2635229-6225-49e1-a871-93de260c95da,179,5361,ReBBZ Wandsbek-Nord,63008,Wildschwanbrook,9,22175,Hamburg,rebbz-wandsbek-nord-bildung-hohnerkamp@bsb.hamburg.de,,572255.363,5942260.057,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,242,0,41,201,0,
571134.723,5935369.668,C_2015_Schulen_SekI.72,id9c6c6fbb-6369-4984-bc9e-a074073ef5f8,180,5362,ReBBZ Wandsbek-Süd,59002,Hammer Straße,124,22043,Hamburg,rebbz-wandsbek-sued-bildung-zitzewitzstr@bsb.hamburg.de,,571134.723,5935369.668,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,389,0,104,285,0,
567514.333,5941055.438,C_2015_Schulen_SekI.73,id9e1a0f18-fd95-4043-a42a-f2f0966cc615,187,5417,Kurt-Juster-Schule,47006,Alsterdorfer Straße,420,22297,Hamburg,kurt-juster-schule@bsb.hamburg.de,http://www.kurt-juster-schule.hamburg.de/,567514.333,5941055.438,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,82,0,31,44,7,
567192.515,5938528.258,C_2015_Schulen_SekI.74,idb285cad0-d5f0-4130-b3dc-92f88551000c,188,5418,Bildungszentrum für Blinde und Sehbehinderte,48011,Carl-Cohn-Straße,2,22303,Hamburg,bzbs-hamburg@bsb.hamburg.de,http://www.bzbs-hamburg.de,567192.515,5938528.258,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,146,0,35,89,22,
573337.268,5939726.991,C_2015_Schulen_SekI.75,idf5ab340e-e93b-40c9-b3cc-4ddb44e2e5ae,189,5419,Schule Tegelweg,62011,Turnierstieg,16,22159,Hamburg,schule-tegelweg@bsb.hamburg.de,http://www.schule-tegelweg.de/,573337.268,5939726.991,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,136,0,32,89,15,
575208.294,5939358.334,C_2015_Schulen_SekI.76,id23ad884a-a55f-4e79-91b2-368672f3366a,193,5447,Schule Paracelsusstraße,74021,Paracelsusstraße,30,22147,Hamburg,schule-paracelsusstrasse@bsb.hamburg.de,http://www.para.schule-hamburg.de/,575208.294,5939358.334,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,101,0,36,49,16,
