X,Y,gml_id,Name,Schul_ID,Schulform,Schulicon,Adresse,Ort,bezirk,stadtteil,Telefon,FAX,rechtsform,internet,email,is_rebbz,name_rebbz,schueleranzahl,schueleranzahl_schuljahr
10.033724,53.58758,APP_HH_SCHULEN_DWH_63156,Staatliche Fachschule für Sozialpädagogik Wagnerstraße,5968-1,Berufliche Schulen,mehrere Schulen,Saarlandstraße 30,22303 Hamburg,Hamburg-Nord,Barmbek-Nord,+49 40 428 846-211,+49 40 428 846-212,staatlich,http://www.fsp1.de/,FSP1@hibb.hamburg.de,false,ohne ReBBZ,,
10.039099,53.571452,APP_HH_SCHULEN_DWH_63157,Staatliche Fachschule für Sozialpädagogik Wagnerstraße,5968-0,Berufliche Schulen,Berufliche Schulen,Wagnerstraße 60,22081 Hamburg,Hamburg-Nord,Barmbek-Süd,+49 40 428 846-211,+49 40 428 846-212,staatlich,http://www.fsp1.de/,FSP1@hibb.hamburg.de,false,ohne ReBBZ,1507,2013
10.035493,53.553649,APP_HH_SCHULEN_DWH_63158,Staatliche Gewerbeschule Ernährung und Hauswirtschaft,5967-0,Berufliche Schulen,Berufliche Schulen,Brekelbaums Park 6,20537 Hamburg,Hamburg-Mitte,Borgfelde,+49 40 428 59-2369,+49 40 25 13 340,staatlich,http://www.gewerbeschule3.de,G3@hibb.hamburg.de,false,ohne ReBBZ,1383,2013
9.954624,53.55416,APP_HH_SCHULEN_DWH_63159,Staatliche Fachschule für Sozialpädagogik Altona,5964-2,Berufliche Schulen,Berufliche Schulen,Gerritstraße 9,22767 Hamburg,Altona,Altona-Altstadt,+49 40 428 11-3313,+49 40 428 11-3339,staatlich,http://www.fsp2.hamburg.de,fspII@hibb.hamburg.de,false,ohne ReBBZ,,
9.946642,53.557055,APP_HH_SCHULEN_DWH_63160,Staatliche Fachschule für Sozialpädagogik Altona,5964-0,Berufliche Schulen,Berufliche Schulen,Max-Brauer-Allee 134,22765 Hamburg,Altona,Altona-Altstadt,+49 40 428 11-3313,+49 40 428 11-3339,staatlich,http://www.fsp2.hamburg.de,fspII@hibb.hamburg.de,false,ohne ReBBZ,1600,2013
10.217857,53.487236,APP_HH_SCHULEN_DWH_63161,"Berufliche Schule Wirtschaft, Verkehrstechnik und Berufsvorbereitung – Bergedorf",5962-1,Berufliche Schulen,Berufliche Schulen,Wentorfer Straße 13,21029 Hamburg,Bergedorf,Bergedorf,+49 40 428 922-217,+49 40 4279-69431,staatlich,http://www.berufliche-schule-bergedorf.de,bs07@hibb.hamburg.de,false,ohne ReBBZ,,
10.18284,53.494644,APP_HH_SCHULEN_DWH_63162,"Berufliche Schule Wirtschaft, Verkehrstechnik und Berufsvorbereitung – Bergedorf",5962-0,Berufliche Schulen,Berufliche Schulen,Billwerder Billdeich 620,21033 Hamburg,Bergedorf,Bergedorf,+49 40 428 922-217,+49 40 4279-69431,staatlich,http://www.berufliche-schule-bergedorf.de,bs07@hibb.hamburg.de,false,ohne ReBBZ,2226,2013
10.036751,53.56003,APP_HH_SCHULEN_DWH_63163,Berufliche Schule Burgstraße,5959-2,Berufliche Schulen,Berufliche Schulen,Hinrichsenstraße 35,20535 Hamburg,Hamburg-Mitte,Borgfelde,+49 40 428 847 0,+49 40 428 847 239,staatlich,http://www.berufliche-schule-burgstrasse.de,W8@hibb.hamburg.de,false,ohne ReBBZ,,
10.038882,53.556451,APP_HH_SCHULEN_DWH_63164,Berufliche Schule Burgstraße,5959-0,Berufliche Schulen,Berufliche Schulen,Burgstraße 33-35,20535 Hamburg,Hamburg-Mitte,Borgfelde,+49 40 428 847 0,+49 40 428 847 239,staatlich,http://www.berufliche-schule-burgstrasse.de,W8@hibb.hamburg.de,false,ohne ReBBZ,1517,2013
10.002746,53.49914,APP_HH_SCHULEN_DWH_63165,Staatliche Schule Gesundheitspflege,5954-0,Berufliche Schulen,Berufliche Schulen,Dratelnstraße 28,21109 Hamburg,Hamburg-Mitte,Wilhelmsburg,4 28 792 - 0,4 28 792 - 201,staatlich,http://www.schule-w4.de,W4@hibb.hamburg.de,false,ohne ReBBZ,2896,2013
9.949483,53.617825,APP_HH_SCHULEN_DWH_63166,Berufliche Schule für Sozialpädagogik - Anna-Warburg-Schule,5953-2,Berufliche Schulen,Berufliche Schulen,Niendorfer Marktplatz 5/7,22459 Hamburg,Eimsbüttel,Niendorf,+49 40 428 86 92 20,+49 40 428 86 92 22,staatlich,http://www.anna-warburg-schule.de,w3@hibb.hamburg.de,false,ohne ReBBZ,,
9.992299,53.583688,APP_HH_SCHULEN_DWH_63167,Berufliche Schule für Sozialpädagogik - Anna-Warburg-Schule,5953-1,Berufliche Schulen,Berufliche Schulen,Isestraße 144-146,20149 Hamburg,Eimsbüttel,Harvestehude,+49 40 428 86 92 20,+49 40 428 86 92 22,staatlich,http://www.anna-warburg-schule.de,w3@hibb.hamburg.de,false,ohne ReBBZ,,
9.948864,53.617875,APP_HH_SCHULEN_DWH_63168,Berufliche Schule für Sozialpädagogik - Anna-Warburg-Schule,5953-0,Berufliche Schulen,Berufliche Schulen,Niendorfer Marktplatz 7a,22459 Hamburg,Eimsbüttel,Niendorf,+49 40 428 86 92 20,+49 40 428 86 92 22,staatlich,http://www.anna-warburg-schule.de,w3@hibb.hamburg.de,false,ohne ReBBZ,879,2013
10.038277,53.570552,APP_HH_SCHULEN_DWH_63169,Berufliche Schule Uferstraße,5952-0,Berufliche Schulen,Berufliche Schulen,Uferstraße 9-10,22081 Hamburg,Hamburg-Nord,Barmbek-Süd,+49 40 428 952-0,+49 40 427 971 125,staatlich,http://www.uferstrasse.de,W2@hibb.hamburg.de,false,ohne ReBBZ,830,2013
10.047106,53.601505,APP_HH_SCHULEN_DWH_63170,Staatliche Handelsschule Berliner Tor,5938-1,Berufliche Schulen,mehrere Schulen,Benzenbergweg 2,22307 Hamburg,Hamburg-Nord,Barmbek-Nord,+49 40 428 59 34 31,+49 40 280 36 23,staatlich,http://www.hbt-schule.de,H18@hibb.hamburg.de,false,ohne ReBBZ,,
10.023678,53.55509,APP_HH_SCHULEN_DWH_63171,Staatliche Handelsschule Berliner Tor,5938-0,Berufliche Schulen,Berufliche Schulen,Bei der Hauptfeuerwache 1,20099 Hamburg,Hamburg-Mitte,St. Georg,+49 40 428 59 34 31,+49 40 280 36 23,staatlich,http://www.hbt-schule.de,H18@hibb.hamburg.de,false,ohne ReBBZ,956,2013
9.96607,53.554976,APP_HH_SCHULEN_DWH_63172,"Berufliche Schule für Banken, Versicherungen und Recht mit Beruflichem Gymnasium St. Pauli",5936-0,Berufliche Schulen,Berufliche Schulen,Budapester Straße 58,20359 Hamburg,Hamburg-Mitte,St. Pauli,+49 40 428 973-0,+49 40 428 973-226,staatlich,http://www.beruflicheschule-stpauli.de,BS11@hibb.hamburg.de,false,ohne ReBBZ,932,2013
9.975802,53.552174,APP_HH_SCHULEN_DWH_63173,"Berufliche Schule für Spedition, Logistik & Verkehr",5934-0,Berufliche Schulen,Berufliche Schulen,Holstenwall 14-17,20355 Hamburg,Hamburg-Mitte,Neustadt,+49 40 428 54-7858,+49 40 428 54-7852,staatlich,http://www.h14.hamburg.de,h14@hibb.hamburg.de,false,ohne ReBBZ,2517,2013
9.991714,53.590336,APP_HH_SCHULEN_DWH_63174,Berufliche Schule Eppendorf,5933-0,Berufliche Schulen,Berufliche Schulen,Kellinghusenstraße 11,20249 Hamburg,Hamburg-Nord,Eppendorf,+49 40 428 98-5213,+49 40 428 98-5210,staatlich,http://www.h13.hamburg.de,H13@hibb.hamburg.de,false,ohne ReBBZ,828,2013
9.946784,53.581648,APP_HH_SCHULEN_DWH_63175,Berufliche Schule für Wirtschaft Hamburg-Eimsbüttel,5932-1,Berufliche Schulen,Berufliche Schulen,Lutterothstraße 78-80,20255 Hamburg,Eimsbüttel,Eimsbüttel,+49 40 42 88 23-0,+49 40 42 88 23-217,staatlich,http://www.bsw-hamburg.de,BS26@hibb.hamburg.de,false,ohne ReBBZ,,
9.970239,53.572264,APP_HH_SCHULEN_DWH_63176,Berufliche Schule für Wirtschaft Hamburg-Eimsbüttel,5932-0,Berufliche Schulen,Berufliche Schulen,Schlankreye 1,20144 Hamburg,Eimsbüttel,Eimsbüttel,+49 40 42 88 23-0,+49 40 42 88 23-217,staatlich,http://www.bsw-hamburg.de,BS26@hibb.hamburg.de,false,ohne ReBBZ,951,2013
10.005489,53.55644,APP_HH_SCHULEN_DWH_63177,Berufliche Schule an der Alster,5931-0,Berufliche Schulen,Berufliche Schulen,Holzdamm 5,20099 Hamburg,Hamburg-Mitte,St. Georg,+49 40 428 86-2413,+49 40 428 86-2414,staatlich,http://www.bs-alster.hamburg.de,H11@hibb.hamburg.de,false,ohne ReBBZ,1678,2013
9.964281,53.454341,APP_HH_SCHULEN_DWH_63178,Berufliche Schule Hamburg-Harburg,5930-0,Berufliche Schulen,Berufliche Schulen,Göhlbachtal 38,21073 Hamburg,Harburg,Eißendorf,+49 40 428 88 63-0,+49 40 428 88-6332,staatlich,http://www.handelsschule-harburg.de,H10@hibb.hamburg.de,false,ohne ReBBZ,1108,2013
10.033918,53.549132,APP_HH_SCHULEN_DWH_63179,Berufliche Schule City Süd,5929-0,Berufliche Schulen,Berufliche Schulen,Wendenstraße 166,20537 Hamburg,Hamburg-Mitte,Hammerbrook,+49 40 428 97-612,+49 40 428 97-644,staatlich,http://www.bs-citysued.de,h9@hibb.hamburg.de,false,ohne ReBBZ,1107,2013
10.048449,53.572737,APP_HH_SCHULEN_DWH_63180,Berufliche Schule für Medien und Kommunikation,5928-2,Berufliche Schulen,mehrere Schulen,Eilbektal 35,22089 Hamburg,Wandsbek,Eilbek,+49 40 428 951 0,+49 40 428 951 11,staatlich,http://www.medienschule-hamburg-wandsbek.de,BS17@hibb.hamburg.de,false,ohne ReBBZ,,
10.070512,53.58047,APP_HH_SCHULEN_DWH_63181,Berufliche Schule für Medien und Kommunikation,5928-0,Berufliche Schulen,Berufliche Schulen,Eulenkamp 46,22049 Hamburg,Wandsbek,Wandsbek,+49 40 428 951 0,+49 40 428 951 11,staatlich,http://www.medienschule-hamburg-wandsbek.de,BS17@hibb.hamburg.de,false,ohne ReBBZ,1453,2013
9.95068,53.579577,APP_HH_SCHULEN_DWH_63182,Berufliche Schule City Nord,5927-3,Berufliche Schulen,Berufliche Schulen,Schwenckestraße 91,20255 Hamburg,Eimsbüttel,Eimsbüttel,+49 40 428 959 200,+49 40 428 959 290,staatlich,http://www.bs28.hamburg,BS28@hibb.hamburg.de,false,ohne ReBBZ,,
9.95238,53.578583,APP_HH_SCHULEN_DWH_63183,Berufliche Schule City Nord,5927-2,Berufliche Schulen,Berufliche Schulen,Telemannstraße 10,20255 Hamburg,Eimsbüttel,Eimsbüttel,+49 40 428 959 200,+49 40 428 959 290,staatlich,http://www.bs28.hamburg,BS28@hibb.hamburg.de,false,ohne ReBBZ,,
10.034493,53.611655,APP_HH_SCHULEN_DWH_63184,Berufliche Schule City Nord,5927-1,Berufliche Schulen,mehrere Schulen,Ballerstaedtweg 1,22337 Hamburg,Hamburg-Nord,Ohlsdorf,+49 40 428 959 200,+49 40 428 959 290,staatlich,http://www.bs28.hamburg,BS28@hibb.hamburg.de,false,ohne ReBBZ,,
10.028603,53.609369,APP_HH_SCHULEN_DWH_63185,Berufliche Schule City Nord,5927-0,Berufliche Schulen,Berufliche Schulen,Tessenowweg 3,22297 Hamburg,Hamburg-Nord,Winterhude,+49 40 428 959 200,+49 40 428 959 290,staatlich,http://www.bs28.hamburg,BS28@hibb.hamburg.de,false,ohne ReBBZ,1715,2013
9.885733,53.566682,APP_HH_SCHULEN_DWH_63186,Staatliche Handelsschule Altona,5926-0,Berufliche Schulen,mehrere Schulen,Ohlenkamp 15 a,22607 Hamburg,Altona,Groß Flottbek,+49 40 428 88 57-0,+49 40 428 88 57-27,staatlich,http://www.handelsschulealtona.de,H6@hibb.hamburg.de,false,ohne ReBBZ,1364,2013
10.023713,53.557805,APP_HH_SCHULEN_DWH_63187,Berufliche Schule Am Lämmermarkt,5922-0,Berufliche Schulen,Berufliche Schulen,Wallstraße 2,22087 Hamburg,Hamburg-Mitte,St. Georg,+49 40 428 86 17 0,+49 40 428 86 17 44,staatlich,http://www.laemmermarkt.de,H2@hibb.hamburg.de,false,ohne ReBBZ,1591,2013
10.048449,53.572737,APP_HH_SCHULEN_DWH_63188,Berufliche Schule für Handel und Verwaltung - Anckelmannstraße,5921-0,Berufliche Schulen,mehrere Schulen,Eilbektal 35,22089 Hamburg,Wandsbek,Eilbek,+49 40 428 59-2893,+49 40 2 51 33 93,staatlich,http://www.h1.hamburg.de,H1@hibb.hamburg.de,false,ohne ReBBZ,2174,2013
10.183253,53.494316,APP_HH_SCHULEN_DWH_63189,Staatliche Gewerbeschule Bautechnik,5919-0,Berufliche Schulen,Berufliche Schulen,Billwerder Billdeich 622,21033 Hamburg,Bergedorf,Bergedorf,+49 40 428 92-04,+49 40 428 92-411,staatlich,http://www.hh.schule.de/g19,G19@hibb.hamburg.de,false,ohne ReBBZ,1149,2013
10.002848,53.499643,APP_HH_SCHULEN_DWH_63190,Berufliche Schule ITECH Elbinsel Wilhelmsburg,5918-0,Berufliche Schulen,Berufliche Schulen,Dratelnstraße 26,21109 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 794-474,+49 40 428 794-450,staatlich,http://www.itech-bs14.de,G18@hibb.hamburg.de,false,ohne ReBBZ,1584,2013
10.120618,53.614853,APP_HH_SCHULEN_DWH_63191,Berufliche Schule Farmsen,5916-0,Berufliche Schulen,Berufliche Schulen,Hermelinweg 8,22159 Hamburg,Wandsbek,Farmsen-Berne,+49 40 428 85-5784,+49 40 428 85-5885,staatlich,http://www.g16hamburg.de,G16@hibb.hamburg.de,false,ohne ReBBZ,1689,2013
10.035782,53.553134,APP_HH_SCHULEN_DWH_63192,Staatliche Gewerbeschule Fertigungs- und Flugzeugtechnik Ernst Mittelbach,5915-0,Berufliche Schulen,Berufliche Schulen,Brekelbaums Park 10,20537 Hamburg,Hamburg-Mitte,Borgfelde,+49 40 428 95-321,+49 40 428 95-347,staatlich,http://www.g15.de,g15@hibb.hamburg.de,false,ohne ReBBZ,2259,2013
10.18143,53.495988,APP_HH_SCHULEN_DWH_63193,"Staatliche Gewerbeschule Chemie, Pharmazie, Agrarwirtschaft",5913-0,Berufliche Schulen,Berufliche Schulen,Billwerder Billdeich 614,21033 Hamburg,Bergedorf,Bergedorf,+49 40 428 92-03,+49 40 428 92-313,staatlich,http://www.g13.hamburg.de,G13@hibb.hamburg.de,false,ohne ReBBZ,1122,2013
9.911972,53.607869,APP_HH_SCHULEN_DWH_63194,Berufliche Schule Eidelstedt,5912-1,Berufliche Schulen,mehrere Schulen,Dörpsweg 10,22527 Hamburg,Eimsbüttel,Eidelstedt,+49 40 57 23-125,+49 40 57 23-370,staatlich,https://bs24.hamburg.de,BS24@hibb.hamburg.de,false,ohne ReBBZ,,
9.906255,53.600632,APP_HH_SCHULEN_DWH_63195,Berufliche Schule Eidelstedt,5912-0,Berufliche Schulen,Berufliche Schulen,Reichsbahnstraße 53,22525 Hamburg,Eimsbüttel,Eidelstedt,+49 40 57 23-125,+49 40 57 23-370,staatlich,https://bs24.hamburg.de,BS24@hibb.hamburg.de,false,ohne ReBBZ,1094,2013
10.034808,53.561476,APP_HH_SCHULEN_DWH_63196,Staatliche Gewerbeschule Gastronomie und Ernährung,5911-2,Berufliche Schulen,Berufliche Schulen,Reismühle 15,22087 Hamburg,Hamburg-Nord,Hohenfelde,+49 40 428 59-3429,+49 40 428 59-3128,staatlich,http://www.g-11.de,G11@hibb.hamburg.de,false,ohne ReBBZ,,
10.035134,53.561203,APP_HH_SCHULEN_DWH_63197,Staatliche Gewerbeschule Gastronomie und Ernährung,5911-1,Berufliche Schulen,Berufliche Schulen,Angerstraße 31/33,22087 Hamburg,Hamburg-Nord,Hohenfelde,+49 40 428 59-3429,+49 40 428 59-3128,staatlich,http://www.g-11.de,G11@hibb.hamburg.de,false,ohne ReBBZ,,
10.027763,53.558579,APP_HH_SCHULEN_DWH_63198,Staatliche Gewerbeschule Gastronomie und Ernährung,5911-0,Berufliche Schulen,Berufliche Schulen,Angerstraße 4,22087 Hamburg,Hamburg-Nord,Hohenfelde,+49 40 428 59-3429,+49 40 428 59-3128,staatlich,http://www.g-11.de,G11@hibb.hamburg.de,false,ohne ReBBZ,2513,2013
9.934168,53.548614,APP_HH_SCHULEN_DWH_63199,Staatliche Gewerbeschule Energietechnik,5910-0,Berufliche Schulen,Berufliche Schulen,Museumstraße 19,22765 Hamburg,Altona,Ottensen,+49 40 428 11 17 49,+49 40 428 11 17 51,staatlich,http://www.g10.de,G10@hibb.hamburg.de,false,ohne ReBBZ,2149,2013
10.047424,53.554516,APP_HH_SCHULEN_DWH_63200,Staatliche Gewerbeschule Kraftfahrzeugtechnik,5909-0,Berufliche Schulen,Berufliche Schulen,Ebelingplatz 9,20537 Hamburg,Hamburg-Mitte,Hamm,+49 40 428 85-101,+49 40 428 85-1269,staatlich,http://www.kfz-schule.de,G9@hibb.hamburg.de,false,ohne ReBBZ,2665,2013
10.041773,53.549972,APP_HH_SCHULEN_DWH_63201,Berufliche Schule Recycling- und Umwelttechnik,5908-0,Berufliche Schulen,Berufliche Schulen,Sorbenstraße 15,20537 Hamburg,Hamburg-Mitte,Hammerbrook,+49 40 428 82-40,+49 40 428 824-113,staatlich,http://www.gewerbeschule-8.de,G8@hibb.hamburg.de,false,ohne ReBBZ,358,2013
10.118207,53.615711,APP_HH_SCHULEN_DWH_63202,Staatliche Gewerbeschule Werft und Hafen,5907-1,Berufliche Schulen,Berufliche Schulen,Neusurenland 134,22159 Hamburg,Wandsbek,Farmsen-Berne,+49 40 428 8697-0,+49 40 428 8697-22,staatlich,http://www.g7hh.de,G7@hibb.hamburg.de,false,ohne ReBBZ,,
9.962898,53.555559,APP_HH_SCHULEN_DWH_63203,Staatliche Gewerbeschule Werft und Hafen,5907-0,Berufliche Schulen,Berufliche Schulen,Wohlwillstraße 46,20359 Hamburg,Hamburg-Mitte,St. Pauli,+49 40 428 8697-0,+49 40 428 8697-22,staatlich,http://www.g7hh.de,G7@hibb.hamburg.de,false,ohne ReBBZ,1486,2013
9.973946,53.54889,APP_HH_SCHULEN_DWH_63204,"Berufliche Schule Holz, Farbe, Textil",5906-4,Berufliche Schulen,Berufliche Schulen,Zeughausmarkt 32,20459 Hamburg,Hamburg-Mitte,Neustadt,+49 40 428 86 00,+49 40 428 86 01 52,staatlich,http://www.gsechs.de/,g6@hibb.hamburg.de,false,ohne ReBBZ,,
10.034521,53.573227,APP_HH_SCHULEN_DWH_63205,"Berufliche Schule Holz, Farbe, Textil",5906-0,Berufliche Schulen,Berufliche Schulen,Richardstraße 1,22081 Hamburg,Hamburg-Nord,Barmbek-Süd,+49 40 428 86 00,+49 40 428 86 01 52,staatlich,http://www.gsechs.de/,g6@hibb.hamburg.de,false,ohne ReBBZ,1940,2013
9.974726,53.569037,APP_HH_SCHULEN_DWH_63206,Berufliche Schule für Anlagen- und Konstruktionstechnik am Inselpark,5902-1,Berufliche Schulen,Berufliche Schulen,Bundesstraße 58,20146 Hamburg,Eimsbüttel,Rotherbaum,+49 40 428 793-200,+49 40 428 793-204,staatlich,http://www.bs13.hamburg/,BS13@hibb.hamburg.de,false,ohne ReBBZ,,
10.002405,53.500671,APP_HH_SCHULEN_DWH_63207,Berufliche Schule für Anlagen- und Konstruktionstechnik am Inselpark,5902-0,Berufliche Schulen,Berufliche Schulen,Dratelnstraße 24,21109 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 793-200,+49 40 428 793-204,staatlich,http://www.bs13.hamburg/,BS13@hibb.hamburg.de,false,ohne ReBBZ,1451,2013
10.02988,53.559352,APP_HH_SCHULEN_DWH_63208,Staatliche Gewerbeschule Stahl- und Maschinenbau,5901-0,Berufliche Schulen,Berufliche Schulen,Angerstraße 7-11,22087 Hamburg,Hamburg-Nord,Hohenfelde,+49 40 428 82-60,+49 40 428 82-655,staatlich,http://www.gewerbeschule1.de,G1@hibb.hamburg.de,false,ohne ReBBZ,1881,2013
10.040994,53.64732,APP_HH_SCHULEN_DWH_63209,Gymnasium Hummelsbüttel,5899-0,Gymnasien,Gymnasien,Hummelsbüttler Hauptstraße 107,22339 Hamburg,Wandsbek,Hummelsbüttel,+49 40 428 93 55-0,+49 40 5 38 90 6-44,staatlich,http://www.gymnasium-hummelsbuettel.de,Gymnasium-Hummelsbuettel@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",655,2013
10.106601,53.566712,APP_HH_SCHULEN_DWH_63210,Gymnasium Marienthal,5898-0,Gymnasien,Gymnasien,Holstenhofweg 86,22043 Hamburg,Wandsbek,Marienthal,4 28 86 - 310,+49 40 428 86-3131,staatlich,http://www.Gymnasium-Marienthal.de,Gymnasium-Marienthal@bsb.hamburg.de,false,ReBBZ Billstedt,877,2013
10.093527,53.600172,APP_HH_SCHULEN_DWH_63211,Gymnasium Osterbek,5897-0,Gymnasien,Gymnasien,Turnierstieg 24,22179 Hamburg,Wandsbek,Bramfeld,+49 40 428 9354-0,+49 40 428 9354-55,staatlich,http://www.osterbek.de,gymnasium-osterbek@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",735,2013
10.140893,53.693395,APP_HH_SCHULEN_DWH_63212,Gymnasium Ohlstedt,5896-0,Gymnasien,Gymnasien,Sthamerstraße 55,22397 Hamburg,Wandsbek,Wohldorf-Ohlstedt,+49 40 428 93 53-0,+49 40 605 80 31 0,staatlich,http://www.gymnasium-ohlstedt.de/,gymnasium-ohlstedt@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",845,2013
10.097459,53.630025,APP_HH_SCHULEN_DWH_63213,Gymnasium Grootmoor,5895-0,Gymnasien,Gymnasien,Am Damm 47,22175 Hamburg,Wandsbek,Bramfeld,+49 40 428 93 52-0,+49 40 428 93 52-99,staatlich,http://www.grootmoor.de,Gymnasium-Grootmoor@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",1421,2013
10.073522,53.665236,APP_HH_SCHULEN_DWH_63214,Heinrich-Heine-Gymnasium,5894-0,Gymnasien,Gymnasien,Harksheider Straße 70,22399 Hamburg,Wandsbek,Poppenbüttel,+49 40 428 86 81 0,+49 40 428 86 81 10,staatlich,http://www.heinegym.de,heinrich-heine-gymnasium@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",886,2013
9.88335,53.554483,APP_HH_SCHULEN_DWH_63215,Gymnasium Othmarschen,5891-0,Gymnasien,Gymnasien,Walderseestraße 99,22605 Hamburg,Altona,Othmarschen,+49 40 428 93 51-0,+49 40 428 93 51-42,staatlich,http://www.gymnasium-othmarschen.de,gymnasium-othmarschen@bsb.hamburg.de,false,ReBBZ Altona,1001,2013
10.150899,53.624867,APP_HH_SCHULEN_DWH_63216,Gymnasium Meiendorf,5890-0,Gymnasien,Gymnasien,Schierenberg 60,22145 Hamburg,Wandsbek,Rahlstedt,+49 40 428 86 38 0,+49 40 428 86 38 47,staatlich,http://www.gymei.de,gymnasium-meiendorf@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",970,2013
9.998888,53.604946,APP_HH_SCHULEN_DWH_63217,Heilwig-Gymnasium,5888-0,Gymnasien,Gymnasien,Wilhelm-Metzger-Straße 4,22297 Hamburg,Hamburg-Nord,Alsterdorf,+49 40 428 86-890,+49 40 428 86-8910,staatlich,http://www.heilwig.de,Heilwig-Gymnasium@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",788,2013
9.876216,53.554023,APP_HH_SCHULEN_DWH_63218,Gymnasium Hochrad,5887-0,Gymnasien,Gymnasien,Hochrad 2,22605 Hamburg,Altona,Othmarschen,+49 40 428 93 49-0,+49 40 428 93 49-50,staatlich,http://www.hochrad.de,gymnasium-hochrad@bsb.hamburg.de,false,ReBBZ Altona,1001,2013
10.006043,53.589955,APP_HH_SCHULEN_DWH_63219,Gelehrtenschule des Johanneums,5886-0,Gymnasien,Gymnasien,Maria-Louisen-Straße 114,22301 Hamburg,Hamburg-Nord,Winterhude,+49 40 428 827 0,+49 40 428 827 210,staatlich,http://www.johanneum-hamburg.de,Gelehrtenschule-des-Johanneums@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",877,2013
10.109856,53.612022,APP_HH_SCHULEN_DWH_63220,Gymnasium Farmsen,5885-0,Gymnasien,Gymnasien,Swebenhöhe 50,22159 Hamburg,Wandsbek,Farmsen-Berne,+49 40 428 93 48-0,+49 40 428 93 48-22,staatlich,http://www.gymnasium-farmsen.de,gymnasium-farmsen@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",854,2013
9.938789,53.622359,APP_HH_SCHULEN_DWH_63221,Gymnasium Bondenwald,5882-0,Gymnasien,Gymnasien,Bondenwald 14b,22453 Hamburg,Eimsbüttel,Niendorf,+49 40 428 88-250,+49 40 428 88-2549,staatlich,http://www.gymnasium-bondenwald.de,Gymnasium-Bondenwald@bsb.hamburg.de,false,ReBBZ Eimsbüttel,1015,2013
9.940887,53.554845,APP_HH_SCHULEN_DWH_63222,Gymnasium Allee,5881-0,Gymnasien,Gymnasien,Max-Brauer-Allee 83-85,22765 Hamburg,Altona,Altona-Nord,+49 40 428 88 06 0,+49 40 428 88 06 19,staatlich,http://gymnasium-allee.net/,gymnasium-allee@bsb.hamburg.de,false,ReBBZ Altona,919,2013
9.996617,53.57398,APP_HH_SCHULEN_DWH_63223,Wilhelm-Gymnasium,5872-0,Gymnasien,Gymnasien,Klosterstieg 17,20149 Hamburg,Eimsbüttel,Harvestehude,+49 40 428 93 16-0,+49 40 428 93 16-20,staatlich,http://www.wilhelm-gymnasium.de,wilhelm-gymnasium@bsb.hamburg.de,false,ReBBZ Eimsbüttel,753,2013
10.145863,53.600833,APP_HH_SCHULEN_DWH_63224,Gymnasium Rahlstedt,5869-0,Gymnasien,Gymnasien,Scharbeutzer Straße 36,22147 Hamburg,Wandsbek,Rahlstedt,+49 40 428 86-650,+49 40 428 86-6540,staatlich,http://www.gymnasium-rahlstedt.de,Gymnasium-Rahlstedt@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",978,2013
10.032818,53.568387,APP_HH_SCHULEN_DWH_63225,Gymnasium Lerchenfeld,5868-1,Gymnasien,Gymnasien,Finkenau 42,22081 Hamburg,Hamburg-Nord,Uhlenhorst,+49 40 428 88 47 0,+49 40 428 88 47 40,staatlich,http://www.gyle.de,gymnasium-lerchenfeld@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",,
