Schulart,Kreis,Ort,Schul-Nr.,Name,Bezeichnung,Straße,Plz,Ort,Tel-Nr.,Fax-Nr.,E-Mail,Internetadresse,Rechtsstatus,Beteiligung an schularübergreifendergreifender Orient.stufe,Ganztagsschule in,Schüler_insgesamt,weiblich,männlich,Deutsche,Ausländer,zusammen,dar. Deutsche,Elementarstufe,Primarstufe,Sekundarstufe I,Sekundarstufe II,Ober- und Werkstufe,Lehrkräfte Vollzeit,Lehrkräfte Teilzeit,pädagogische Fachkräfte Vollzeit,pädagogische Fachkräfte Teilzeit
Förderschule,"Mainz-Bingen, LK",Ingelheim am Rhein  ,31147,Albert-Schweitzer-Schule           ,SFL Ingelheim                      ,Talstr. 153,55218,Ingelheim am Rhein  ,	(06132)4354710	,	(06132)4354711	,	ASS.Ingelheim@t-online.de	,http://www.assingelheim.de,öffentliche Schule,N,Angebotsform,82,29,53,81,1,11,10,-,14,68,-,-,22,13,-,1
Förderschule,"Mainz-Bingen, LK",Nieder-Olm,31150,Selztalschule                      ,SFL Nieder-Olm                     ,Oppenheimer Str. 69,55268,Nieder-Olm,	(06136)2395	,	(06136)924365	,	info@selztalschule-no.de	,http://selztalschule.de,öffentliche Schule,N,verpflichtender Form,76,39,37,70,6,17,11,-,19,57,-,-,10,10,2,3
Förderschule,"Mainz-Bingen, LK",Nieder-Olm,31314,Förderschule                       ,SFM Nieder-Olm                     ,Maria-Montessori-Str. 2,55268,Nieder-Olm,	(06136)75890	,	(06136)758920	,	info@sfm-nieder-olm.de	,-,öffentliche Schule,N,verpflichtender Form,130,52,78,120,10,21,11,-,8,15,-,107,12,16,23,31
Förderschule,"Mainz-Bingen, LK",Oppenheim  ,31164,Landskronschule                    ,SFLGS Oppenheim                    ,Am Stadtbad 24,55276,Oppenheim  ,(06133)92430,(06133)924320,Landskronschule@web.de	,http://www.Landskronschule.de,öffentliche Schule,N,Angebotsform,110,46,64,101,9,9,-,-,13,57,-,40,12,9,5,4
Förderschule,"Mainz-Bingen, LK",Sprendlingen,30559,Elisabethen-Schule                 ,SFG Sprendlingen                   ,Stettiner Str. 3,55576,Sprendlingen,	(06701)200750	,	(06701)2007520	,	kontakt@elisabethenschulesprendlingen.com	,http://www.elisabethenschulesprendlingen.de/,öffentliche Schule,N,verpflichtender Form,77,29,48,73,4,4,-,-,-,-,-,77,5,1,15,7
Förderschule,"Mayen-Koblenz, LK",Andernach    ,30725,Elisabethschule                    ,SFL Andernach                      ,Taubentränke,56626,Andernach    ,	(02632)987470-0	,	(02632)987470-20	,	elisabeth-sfl-1@gmx.de	,http://www.esa.my-myk.de,öffentliche Schule,N,Angebotsform,110,54,56,100,10,24,14,-,29,81,-,-,16,20,-,1
Förderschule,"Mayen-Koblenz, LK",Bendorf  ,30768,Theodor-Heuss-Schule               ,SFL Bendorf                        ,Engerser Str. 33,56170,Bendorf  ,	(02622)904980	,	(02622)904989	,	theodor-heuss-schule.bendorf@rz-online.de	,-,öffentliche Schule,N,Angebotsform,76,30,46,67,9,34,25,-,22,54,-,-,11,4,-,-
Förderschule,"Mayen-Koblenz, LK",Kettig,30773,Anne-Frank-Schule                  ,SFL Kettig                         ,Ochtendunger Str. 26,56220,Kettig,	(02637)940234	,	(02637)940236	,	info@afs-kettig.de	,-,öffentliche Schule,N,Angebotsform,34,10,24,30,4,7,3,-,6,28,-,-,4,3,-,-
Förderschule,"Mayen-Koblenz, LK",Mayen    ,30439,Genoveva-Schule                    ,SFG Mayen                          ,Genovevastr. 48	,56727,Mayen    ,	(02651)900513	,	(02651)900514	,	genoveva-schule@freenet.de	,http://www.genoveva-schule.bildung-rp.de,öffentliche Schule,N,verpflichtender Form,32,14,18,31,1,2,1,-,-,-,-,32,3,1,4,6
Förderschule,"Mayen-Koblenz, LK",Mayen    ,30742,Elisabeth-Schule                   ,SFL Mayen                          ,St.-Veit-Str. 3,56727,Mayen    ,	(02651)900516	,	(02651)900517	,	elisabeth-schule.Mayen@t-online.de	,http://elisabeth-schule.bildung-rp.de/,öffentliche Schule,N,-,132,48,84,126,6,16,10,-,33,99,-,-,10,14,1,-
Förderschule,"Mayen-Koblenz, LK",Mayen    ,31900,Schule im Bernardshof              ,SFE Mayen                          ,Polcher Str.,56727,Mayen    ,	02651)8008-80/81	,	(02651)8008-88	,	schule@jhz-bernardshof.de	,-,private Schule,N,verpflichtender Form,105,12,93,104,1,1,-,-,20,85,-,-,28,1,2,1
Förderschule,"Mayen-Koblenz, LK",Niederfell,30322,Herz-Jesu-Haus Kühr                ,SFGSFM Niederfell                  ,Markstr. 62,56332,Niederfell,	(02607)69176	,	(02607)69200	,	schule@herz-jesu-haus.de	,-,private Schule,N,verpflichtender Form,24,8,16,24,-,1,1,-,-,-,-,24,-,2,4,4
Förderschule,"Mayen-Koblenz, LK",Polch  ,30755,Stephanus-Schule                   ,SFL Polch                          ,Ackerstr. 2-4,56751,Polch  ,	(02654)8817750	,	(02654)88177520	,	stephanus-schule@t-online.de	,http://www.stephanus-schule-polch.de/,öffentliche Schule,N,Angebotsform,83,36,47,83,-,1,1,-,30,53,-,-,15,7,-,-
Förderschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,30983,Schubert-Schule                    ,SFL Neustadt                       ,Wiesenstr. 17,67433,Neustadt an der Weinstraße  ,	(06321)921841	,	(06321)921842	,	schubert-schule@gmx.de	,http://www.schubert-schule-nw.de,öffentliche Schule,N,Angebotsform,144,76,68,129,15,36,21,-,54,90,-,-,15,20,-,4
Förderschule,"Neuwied, LK",Asbach,30786,Albert-Schweitzer-Schule           ,SFL Asbach                         ,Laurentiusstraße 1,53567,Asbach,	(02683-940500	,	(02683)94050-20	,	ass-asbach@gmx.de	,http://www.albert-schweitzer-schule-asbach.de,öffentliche Schule,N,Angebotsform,75,28,47,73,2,8,6,-,14,61,-,-,12,9,-,-
Förderschule,"Neuwied, LK",Neuwied    ,30185,Landesschule für Blinde und        ,Sehbehinderte - Förderschule       ,Feldkircher Str. 100,56567,Neuwied    ,	(02631)970-0	,	(02631)970180	,	blindenschule-neuwied@lbs-neuwied.lsjv.rlp.de	,http://www.blindenschule-neuwied.de/,öffentliche Schule,N,verpflichtender Form,152,62,90,145,7,9,2,-,23,29,-,100,25,27,18,32
Förderschule,"Neuwied, LK",Neuwied    ,30199,Landesschule für Gehörlose und     ,Schwerhörige - Förderschule        ,Elisabethstr. 48,56564,Neuwied    ,	(02631)3426-0	,	(02631)3426-150	,	zentrale@lgs-neuwied.lsjv.rlp.de	,http://www.lgs-neuwied.de,öffentliche Schule,N,verpflichtender Form,164,72,92,160,4,8,4,-,63,56,-,45,25,24,12,14
Förderschule,"Neuwied, LK",Neuwied    ,30229,Paul-Schneider-Schule              ,SFE Neuwied                        ,Heimstr. 42,56566,Neuwied    ,	(02631)40130-35	,	40137	,	sekretariat@paulschneiderschule.de	,http://paul-schneider-schule.bildung-rp.de,private Schule,N,-,127,10,117,117,10,12,2,-,37,90,-,-,15,8,5,8
Förderschule,"Neuwied, LK",Neuwied    ,30379,Christiane-Herzog-Schule           ,SFM Neuwied                        ,Neuwieder Str. 21b,56566,Neuwied    ,	(02622)705-153	,	(02622)705125	,	christiane-herzog-schule@heinrich-haus.de	,http://christiane-herzog-schule.bildung-rp.de,private Schule,N,verpflichtender Form,450,170,280,431,19,59,40,-,81,94,-,275,41,33,91,56
Förderschule,"Neuwied, LK",Neuwied    ,30442,Carl-Orff-Schule                   ,SFG Neuwied                        ,Orffstr. 37,56566,Neuwied    ,	(02622)3244	,	(02622)3055	,	info@carl-orff-schule-neuwied.de	,http://www.carl-orff-schule-neuwied.de,öffentliche Schule,N,verpflichtender Form,137,44,93,122,15,25,10,-,-,-,-,137,9,8,23,14
Förderschule,"Neuwied, LK",Neuwied    ,30802,Kinzing-Schule                     ,SFL Neuwied                        ,Beverwijker Ring 5,56564,Neuwied    ,	(02631)96600	,	(02631)54766	,	Kinzing_Schule@gmx.de	,http://kinzing-schule.bildung-rp.de/,öffentliche Schule,N,Angebotsform,194,69,125,191,3,51,48,-,43,151,-,-,24,21,-,1
Förderschule,"Neuwied, LK",Neuwied    ,31194,Brüder-Grimm-Schule                ,SFS Neuwied                        ,Schillerstr. 43,56567,Neuwied    ,	(02631)975700	,	(02631)9757020	,	brueder-grimm-neuwied@t-online.de	,http://bgs-neuwied.de,öffentliche Schule,N,verpflichtender Form,116,39,77,115,1,16,15,-,116,-,-,-,9,10,4,8
Förderschule,"Neuwied, LK",Raubach,30815,Gustav-W.-Heinemann-Schule         ,SFL/G Raubach                      ,Schulstr. 2,56316,Raubach,	(02684)950600	,	(02684)9506016	,	sfl.raubach@web.de	,-,öffentliche Schule,N,Angebotsform,116,38,78,116,-,-,-,-,15,72,-,29,13,11,6,1
Förderschule,"Neuwied, LK",Rheinbrohl,30799,Maximilian-Kolbe-Schule            ,SFL Rheinbrohl                     ,Arienhellerstr. 43,56598,Rheinbrohl,	(02635)911030	,	(02635)911037	,	info@maximilian-kolbe-schule.org	,http://www.maximilian-kolbe-schule.org,öffentliche Schule,N,Angebotsform,107,34,73,100,7,15,8,-,29,78,-,-,14,9,1,2
Förderschule,"Pirmasens, kreisfreie Stadt",Pirmasens   ,30498,Pirminiusschule                    ,SFG Pirmasens                      ,Heinrich-Kimmle-Weg 4,66953,Pirmasens   ,	(06331)64605	,	(06331)228688	,	pirminiusschule@hk-stiftung.de	,http://www.heinrichkimmlestiftung.de,private Schule,N,verpflichtender Form,110,35,75,101,9,11,2,-,-,-,-,110,6,3,20,9
Förderschule,"Pirmasens, kreisfreie Stadt",Pirmasens   ,31420,Matzenbergschule                   ,SFLSFS Pirmasens                   ,Winzler Str. 36/40,66955,Pirmasens   ,	(06331)24050	,	06331-240520	,	foerderschule.matzenberg@stadt-pirmasens.de	,-,öffentliche Schule,N,Angebotsform,138,46,92,129,9,19,10,-,34,104,-,-,43,14,4,7
Förderschule,Rhein-Hunsrück-Kreis,Boppard  ,31374,Helene-Pagés-Schule                ,SFL Boppard                        ,Buchenauerstr.,56154,Boppard  ,	(06742)801590	,	(06742)8015923	,	hps-boppard@web.de	,http://www.hps-boppard.bildung-rp.de,öffentliche Schule,N,Angebotsform,52,22,30,49,3,4,1,-,9,43,-,-,12,4,-,-
Förderschule,Rhein-Hunsrück-Kreis,Kastellaun  ,30455,Theodor-Heuss-Schule               ,SFGSFM Kastellaun                  ,Theodor-Heuss-Str. 8,56288,Kastellaun  ,	(06762)8551	,	(06762) 401 401	,	ths-kastellaun@t-online.de	,www.ths-kastellaun.de,öffentliche Schule,N,verpflichtender Form,94,31,63,91,3,5,2,-,-,-,-,94,5,6,13,18
Förderschule,Rhein-Hunsrück-Kreis,Simmern/ Hunsrück  ,30845,Hunsrückschule                     ,SFLSFE Simmern                     ,Herzog-Reichard-Str. 9,55469,Simmern/ Hunsrück  ,	(06761)91618-0	,	(06761)91618-13	,	Hunsrueckschule@gmx.de	,-,öffentliche Schule,N,Angebotsform,159,66,93,159,-,-,-,-,28,131,-,-,26,12,2,1
Förderschule,Rhein-Lahn-Kreis,Lahnstein    ,30858,Freiherr-vom-Stein-Schule          ,SFL Lahnstein                      ,Gymnasialstr. 8,56112,Lahnstein    ,	(02621)92170	,	(02621)921720	,	FSPLernen@hotmail.com	,http://www.freiherr-vom-stein-schule-lahnstein.de,öffentliche Schule,N,Angebotsform,100,30,70,94,6,13,7,-,23,77,-,-,16,6,-,-
Förderschule,Rhein-Lahn-Kreis,Nastätten  ,30863,Taunusschule                       ,SFL Nastätten                      ,Schulstr. 18,56355,Nastätten  ,	(06772)1707	,	(06772)953415	,	verwaltung@taunus-schule.de	,http://www.taunus-schule.de,öffentliche Schule,N,Angebotsform,68,5,63,66,2,2,-,-,13,55,-,-,23,14,4,2
Förderschule,Rhein-Lahn-Kreis,Singhofen,31780,Erich Kästner-Schule               ,SFGSFM(G) Singhofen                ,Erich Kästner-Str. 5,56379,Singhofen,	(02604)9437-0	,	(02604)943715	,	Kaestner-Schule@eks-singhofen.de	,http://www.eks-singhofen.de,öffentliche Schule,N,verpflichtender Form,128,49,79,114,14,15,1,-,-,-,-,128,5,10,17,25
Förderschule,Rhein-Lahn-Kreis,Singhofen,31853,Oranienschule                      ,SFS Singhofen                      ,Erich-Kästner-Str. 7,56379,Singhofen,	(02604)9437-12	,	(02604)9437-19	,	oranienschule@sfs-rlp.de	,http://www.sfs-rlp.de,öffentliche Schule,N,verpflichtender Form,63,21,42,62,1,1,-,-,63,-,-,-,3,6,4,2
Förderschule,Rhein-Pfalz-Kreis,Schifferstadt  ,31120,Salierschule                       ,SFL Schifferstadt                  ,Jägerstr. 18,67105,Schifferstadt  ,	06235/49049	,	06235/490484	,	sekretariat.salier@gmx.de	,http://www.salier.bildung-rp.de,öffentliche Schule,N,Angebotsform,76,34,42,65,11,18,7,-,23,53,-,-,11,11,-,-
Förderschule,"Speyer, kreisfreie Stadt",Speyer   ,30049,Johann-Heinrich-Pestalozzi         ,Schule - SFG Speyer                ,Kardinal-Wendel-Str. 9,67346,Speyer   ,	(06232)539985	,	(06232)539986	,	pestalozzi.speyer@gmx.de.de	,http://www.pestalozzi-speyer.bildung-rp.de,öffentliche Schule,N,verpflichtender Form,76,26,50,62,14,19,5,-,-,-,-,76,3,5,13,7
Förderschule,"Speyer, kreisfreie Stadt",Speyer   ,30996,Schule im Erlich                   ,Schule im Erlich                   ,Im Erlich 67 A,67346,Speyer   ,	(06232)635372	,	06232/635374	,	schuleimerlich@googlemail.com	,http://www.schuleimerlich.de,öffentliche Schule,N,Angebotsform,163,78,85,137,26,57,31,-,48,115,-,-,28,17,1,3
Förderschule,"Südliche Weinstraße, LK",Annweiler am Trifels  ,31117,Staufer-Schulzentrum               ,SFL Annweiler                      ,Herrenteich 2,76855,Annweiler am Trifels  ,	(06346)965120	,	(06346)965118	,	foerderschule.annweiler@gmx.de	,http://staufer-schulzentrum.de,öffentliche Schule,N,Angebotsform,52,21,31,48,4,14,10,-,9,43,-,-,8,10,1,2
Förderschule,"Südliche Weinstraße, LK",Bad Bergzabern  ,31510,Altenbergschule                    ,SFL Bad Bergzabern                 ,Zeppelinstr. 55,76887,Bad Bergzabern  ,	(06343)8176	,	(06343)938520	,	info@altenbergschule.de	,http://www.altenbergschule.de,öffentliche Schule,N,Angebotsform,108,42,66,95,13,13,-,-,19,89,-,-,15,10,-,1
Förderschule,"Südliche Weinstraße, LK",Herxheim bei Landau/ Pfalz,30065,St. Laurentius-Schule              ,SFG Herxheim                       ,Bussereaustr. 21,76863,Herxheim bei Landau/ Pfalz,	(07276)970140	,	(07276)970103	,	http://st.laurentius-schule@caritas-speyer.de	,http://www.st-laurentius-herxheim.de,private Schule,N,verpflichtender Form,125,41,84,116,9,15,6,-,-,-,-,125,5,7,20,19
Förderschule,"Trier,kreisfreie Stadt",Trier   ,30139,Privatschule St. Josef             ,SFL Trier                          ,Schöndorfer Str. 2,54292,Trier   ,	(0651)28421	,	(0651)140451	,	foerderschule@sankt-josef-trier.de	,http://www.sankt-josef-trier.de,private Schule,N,-,77,36,41,75,2,2,-,-,19,58,-,-,5,6,-,1
Förderschule,"Trier,kreisfreie Stadt",Trier   ,30202,Wilhelm-Hubert-Cüppers-Schule      ,SFGLS Trier                        ,Am Trimmelter Hof 201,54296,Trier   ,	(0651)910350	,	(0651)9103534	,	whc@whc-schule-trier.de	,http://www.whc-schule-trier.de,öffentliche Schule,N,verpflichtender Form,129,47,82,119,10,21,11,-,34,80,-,15,20,20,6,8
Förderschule,"Trier,kreisfreie Stadt",Trier   ,31630,Porta-Nigra-Schule                 ,SFG Trier                          ,Engelstr. 20,54292,Trier   ,	(0651)28011	,	0651-26392	,	Porta-Nigra-Schule@Lebenshilfe-Trier.de	,http://porta-nigra-schule.bildung-rp.de/,private Schule,N,verpflichtender Form,80,27,53,73,7,7,-,-,-,-,-,80,5,-,12,11
Förderschule,"Trier,kreisfreie Stadt",Trier   ,31777,Treverer-Schule                    ,SFM Trier                          ,Trevererstr. 42,54295,Trier   ,	(0651)32850	,	(0651)9930490	,	buero@treverer-schule.de	,http://www.treverer-schule.de,öffentliche Schule,N,verpflichtender Form,97,44,53,95,2,7,5,-,19,17,-,61,9,7,23,22
Förderschule,"Trier,kreisfreie Stadt",Trier   ,31930,Medard-Schule Trier                ,SFLSFS Trier                       ,Medardstr. 2,54294,Trier   ,	(0651)993796810	,	(0651)993796820	,	sekretariat@medardschule.de	,http://www.medardschule.de,öffentliche Schule,N,Angebotsform,84,29,55,84,-,-,-,-,34,50,-,-,33,15,5,2
Förderschule,"Trier-Saarburg, LK",Reinsfeld,30922,St. Martinus-Schule                ,SFLSFS Reinsfeld                   ,Schulstr. 1,54421,Reinsfeld,	(06503)7606	,	(06503)994493	,	martinus.schule@t-online.de	,http://www.st-martinus-schule.de,öffentliche Schule,N,Angebotsform,113,37,76,104,9,11,2,-,32,81,-,-,14,5,1,3
Förderschule,"Trier-Saarburg, LK",Schweich  ,30472,Levana-Schule                      ,SFG Schweich                       ,Bernhard-Becker-Str. 6,54338,Schweich  ,	(06502)930920	,	06502/995 401	,	info@levana-schule-schweich.de	,http://levana-schule-schweich.de,öffentliche Schule,N,verpflichtender Form,128,44,84,122,6,9,3,-,-,-,-,128,7,4,13,28
Förderschule,"Trier-Saarburg, LK",Schweich  ,30876,Meulenwald-Schule                  ,SFLSFS Schweich                    ,Isseler Str. 37,54338,Schweich  ,	(06502)910950	,	(06502)9109522	,	info@meulenwald-schule.de	,http://www.meulenwald-schule.de,öffentliche Schule,N,Angebotsform,144,50,94,139,5,5,-,-,51,93,-,-,18,7,2,-
Förderschule,"Trier-Saarburg, LK",Welschbillig,31914,Valdocco-Schule                    ,SFE Welschbillig                   ,Puricellistr. 1,54298,Welschbillig,	(06506)899116	,	(06506)899109	,	jakobs@helenenberg.de	,http://www.helenenberg.de,private Schule,N,verpflichtender Form,49,-,49,44,5,8,3,-,5,44,-,-,9,1,5,1
Förderschule,"Trier-Saarburg, LK",Wiltingen,31404,Don Bosco-Schule                   ,SFLSFS Wiltingen                   ,Rosenbergerstr. 130 a,54459,Wiltingen,	(06501)16432	,	06501-601761	,	dobowi@gmx.de	,http://www.dobowi.de,öffentliche Schule,N,Angebotsform,122,52,70,113,9,11,2,-,53,69,-,-,12,10,1,4
Förderschule,"Vulkaneifel, LK",Daun  ,30905,St. Laurentius-Schule              ,Förderzentrum                      ,Schulstr. 5,54550,Daun  ,	(06592)980113	,	(06592)985393	,	info@foerderzentrum-daun.de	,http://www.foerderzentrum-daun.de,öffentliche Schule,N,verpflichtender Form,102,42,60,99,3,12,9,-,19,50,-,33,16,8,5,12
Förderschule,"Vulkaneifel, LK",Gerolstein  ,31897,Hubertus-Rader-Förderzentrum       ,-,Waldstr. 17,54568,Gerolstein  ,	(06591)4177	,	(06591)985187	,	mail@hrf-gerolstein.de	,http://hrf-gerolstein.bildung-rp.de/,öffentliche Schule,N,verpflichtender Form,102,35,67,96,6,9,3,-,22,50,-,30,14,8,5,12
Förderschule,Westerwaldkreis,Bad Marienberg (Westerwald)  ,30829,Michael-Ende-Schule                ,SFL Bad Marienberg                 ,Erlenweg 4a,56470,Bad Marienberg (Westerwald)  ,	(02661)91080	,	(02661)910890	,	michael-ende-schule.bad-mbg@t-online.de	,http://mesbm.de,öffentliche Schule,N,Angebotsform,90,33,57,87,3,8,5,-,16,74,-,-,12,4,-,1
Förderschule,Westerwaldkreis,Hachenburg  ,30832,Burggarten-Schule                  ,SFLSFE Hachenburg                  ,Leipziger Str. 10,57627,Hachenburg  ,	(02662)7771	,	(02662)939373	,	Burggartenschule@t-online.de	,http://burggartenschule.bildung-rp.de,öffentliche Schule,N,Angebotsform,110,29,81,108,2,2,-,-,29,81,-,-,14,5,1,3
Förderschule,Westerwaldkreis,Hachenburg  ,31867,Schule am Rothenberg               ,SFS Hachenburg                     ,Lohmühle 2a,57627,Hachenburg  ,	(02662)939457	,	(02662)942231	,	SfSpr@t-online.de	,http://www.schule-am-rothenberg.de,öffentliche Schule,N,verpflichtender Form,81,27,54,81,-,-,-,-,81,-,-,-,5,12,5,-
Förderschule,Westerwaldkreis,Höhn,31837,Wilhelm-Albrecht-Schule Höhn       ,SFGSFM(G) Höhn                     ,Zehntgrafstr. 14,56462,Höhn,	(02661)98830	,	(02661)988340	,	waschule@heinrich-haus.de	,http://www.waschule.de,private Schule,N,verpflichtender Form,93,43,50,91,2,4,2,-,-,-,-,93,7,3,11,22
Förderschule,Westerwaldkreis,Höhr-Grenzhausen  ,30155,Schiller-Schule                    ,SFL Höhr-Grenzhausen               ,Rathausstr. 131,56203,Höhr-Grenzhausen  ,	(02624)95440	,	(02624)954420	,	Verwaltung@Schiller-Schule-HG.de	,-,öffentliche Schule,N,Angebotsform,63,26,37,53,10,11,1,-,18,45,-,-,10,7,2,1
Förderschule,Westerwaldkreis,Siershahn,31824,Berggarten-Schule                  ,SFL Siershahn                      ,Schillerstr. 22,56427,Siershahn,	(02623)5524	,	(02623)970213	,	berggartenschule@t-online.de	,http://berggartenschule.bildung-rp.de,öffentliche Schule,N,Angebotsform,163,52,111,133,30,32,2,-,30,133,-,-,19,11,-,1
Förderschule,Westerwaldkreis,Westerburg  ,30172,Friedrich-Schweitzer-Schule        ,SFL Westerburg                     ,Königsberger Str.,56457,Westerburg  ,	(02663)94350	,	(02663)943511	,	F-Schweitzer-Schule@t-online.de	,-,öffentliche Schule,N,Angebotsform,77,22,55,76,1,1,-,-,22,55,-,-,12,10,1,1
Förderschule,Westerwaldkreis,Wirges  ,30142,Katharina-Kasper-Schule            ,SFGSFM(G) Wirges                   ,Theodor-Heuss-Ring,56422,Wirges  ,	(02602)6340	,	(02602)81420	,	info@kkswirges.de	,http://www.katharina-kasper-schule.de,private Schule,N,verpflichtender Form,79,31,48,72,7,7,-,-,-,-,-,79,5,3,10,14
Förderschule,"Worms, kreisfreie Stadt",Worms   ,31001,Geschwister-Scholl-Schule          ,Förderzentrum                      ,Elisabeth-Groß-Platz 1,67547,Worms   ,	(06241)88329	,	(06241)411932	,	foerderzentrum.worms@freenet.de	,http://foerderzentrum-worms.bildung-rp.de,öffentliche Schule,N,verpflichtender Form,183,60,123,169,14,58,44,-,56,96,-,31,39,18,10,16
Förderschule,"Zweibrücken, kreisfreie Stadt",Zweibrücken   ,30352,Mauritius-Schule                   ,SFGSFM Zweibrücken                 ,Schulacker 12,66482,Zweibrücken   ,	(06332)8707-0	,	(06332)8707-22	,	kweber@mauritiusschule-zw.de	,http://www.mauritiusschule-zw.de,private Schule,N,verpflichtender Form,42,12,30,40,2,4,2,-,-,-,-,42,3,1,7,7
Förderschule,"Zweibrücken, kreisfreie Stadt",Zweibrücken   ,31434,Canadaschule                       ,SFLS Zweibrücken                   ,Canadastr. 25,66482,Zweibrücken   ,	(06332)970100	,	(06332)9701011	,	canadaschule@schule-zw.de	,http://canadaschule.bildung-rp.de/,öffentliche Schule,N,-,65,18,47,65,-,4,4,-,16,49,-,-,17,14,3,1
Freie Waldorfschule,"Frankenthal (Pfalz), kreisfreie Stadt ",Frankenthal (Pfalz)    ,79048,Freie Waldorfschule                ,Frankenthal                        ,Julius-Bettinger-Str. 1,67227,Frankenthal (Pfalz)    ,	(06233)47047	,	(06233)40133	,	FWS.FT@T-online.de	,-,private Schule,N,Angebotsform,404,207,197,401,3,8,5,-,117,198,89,-,4,34,-,2
