Schul-nummer,Kreis,Gemeinde,Rechtsform,Gesamtschule,Name der Schule,PLZ,Schulort,"Straße, Hausnummer",Telefon-vorwahl,Telefon-nummer,Ausländische Schüler,Kennung Internat,Vorklassen,Grundschulen,Förderstufe,Hauptschule,Mittelstufen-schule,Realschule,Integrierte Jahrgangs-stufe,Gymnasien,Förderschulen,Schulen für Erwachsene,Schüler insg. mit Vorklassen,Schüler insg. ohne Vorklassen,Fax,Email Adresse
5018,414,0,1,,Gerhart-Hauptmann-Schule,65197,Wiesbaden,Manteuffelstraße 12,611,317318,232,,,,,,,742,,,,,760,760,314981,poststelle@gerhart-hauptmann-realschule.wiesbaden.schulverwaltung.hessen.de
5020,414,0,1,,Werner-von-Siemens-Schule,65185,Wiesbaden,Rheinstraße 102,611,317710,70,,,,,,,543,,,,,543,543,314982,poststelle@werner-siemens-schule.wiesbaden.schulverwaltung.hessen.de
5022,414,0,1,,Albrecht-Dürer-Schule,65195,Wiesbaden,Lahnstraße 34,611,7239970,114,,,,,,,516,,,,,516,516,72399720,poststelle@albrecht-duerer-schule.wiesbaden.schulverwaltung.hessen.de
5023,532,6,1,,Johann-von-Nassau-Schule,35683,Dillenburg,Wilhelmstraße 3-5,2771,3600670,62,,,,,145,,496,,,,,641,641,36006730,poststelle@johann-von-nassau.dillenburg.schulverwaltung.hessen.de
5024,532,12,1,,Comenius-Schule,35745,Herborn,Willy-Brandt-Straße 40,2772,47370,131,,,63,,,404,93,,,,,619,619,473729,poststelle@comenius.herborn.schulverwaltung.hessen.de
5025,435,1,1,,Kreisrealschule Bad Orb,63619,Bad Orb,Michaelstraße 5,6052,1731,14,,,,,,,285,,,,,285,285,909363,poststelle@kreisrealschule.bad-orb.schulverwaltung.hessen.de
5026,435,10,1,,Kreisrealschule Gelnhausen,63571,Gelnhausen,Lohmühlenweg 32,6051,915730,64,,,,,,,688,,,,,688,688,9157313,poststelle@kreisrealschule.gelnhausen.schulverwaltung.hessen.de
5027,435,14,2,,Private Mädchenrealschule St. Josef,63457,Hanau,Alte Langgasse 10,6181,956613,13,,,,,,,344,,,,,344,344,956615,poststelle@st-joseph.hanau.schulverwaltung.hessen.de
5028,436,7,2,,Elisabethenschule,65719,Hofheim am Taunus,Rossertstraße 1,6192,958690,16,,,,,,,583,,,,,583,583,9586926,poststelle@elisabethen.hofheim.schulverwaltung.hessen.de
5035,434,1,2,,Maria-Ward-Schule,61348,Bad Homburg v. d. Höhe,Weinbergsweg 60,6172,946494,22,,,,,,,455,,,,,455,455,946464,poststelle@maria-ward.bad-homburg.schulverwaltung.hessen.de
5036,434,5,1,,Friedrich-Stoltze-Schule,61462,Königstein im Taunus,Falkensteiner Straße 18,6174,293700,74,,,,,88,,169,,,,,269,269,293729,poststelle@fss.koenigstein.schulverwaltung.hessen.de
5037,439,15,2,,Obermayr Europa-Schule Campus Neuhof,65232,Taunusstein,Auf dem kleinen Feld 15a,6128,853760,4,,,76,,,,94,,80,,,250,250,853769,poststelle@obermayr.taunusstein.schulverwaltung.hessen.de
5039,531,9,1,,Kleeblattgrundschule,35428,Langgöns,Pfingstweide 4,6447,885622,,,,120,,,,,,,,,120,120,885933,poststelle@grund.langgoens-oberkleen.schulverwaltung.hessen.de
5101,412,0,1,,Wöhlerschule,60320,Frankfurt am Main,Mierendorffstraße 6,69,21235333,46,,,,,,,,,1268,,,1268,1268,21232057,poststelle@woehlerschule.frankfurt.schulverwaltung.hessen.de
5102,412,0,1,,Elisabethenschule,60322,Frankfurt am Main,Vogtstraße 35-37,69,21235144,189,,,,,,,,,910,,,925,925,21231320,poststelle@elisabethenschule.frankfurt.schulverwaltung.hessen.de
5104,412,0,1,,Carl-Schurz-Schule,60596,Frankfurt am Main,Holbeinstraße 21-23,69,21233840,104,,,,,,,,,1012,,,1012,1012,21240554,poststelle@carl-schurz-schule.frankfurt.schulverwaltung.hessen.de
5105,412,0,1,,Ziehenschule,60433,Frankfurt am Main,Josephskirchstraße 9,69,21234147,144,,,,,,,,,1206,,,1206,1206,21232060,poststelle@ziehenschule.frankfurt.schulverwaltung.hessen.de
5106,412,0,1,,Bettinaschule,60325,Frankfurt am Main,Feuerbachstraße 37-47,69,21233028,173,,,,,,,,,982,,,982,982,21234975,poststelle@bettinaschule.frankfurt.schulverwaltung.hessen.de
5107,412,0,1,,Helene-Lange-Schule,65929,Frankfurt am Main,Breuerwiesenstraße 4,69,21245503,120,,,,,,,,,552,,,552,552,21245766,poststelle@helene-lange-schule.frankfurt.schulverwaltung.hessen.de
5108,412,0,1,,Helmholtzschule,60385,Frankfurt am Main,Habsburgerallee 57-59,69,21235284,163,,,,,,,,,786,,,786,786,21232974,poststelle@helmholtzschule.frankfurt.schulverwaltung.hessen.de
5109,412,0,1,,Schillerschule,60596,Frankfurt am Main,Morgensternstraße 3,69,21233058,74,,,,,,,,,1199,,,1199,1199,21240563,poststelle@schillerschule.frankfurt.schulverwaltung.hessen.de
5110,412,0,1,,Heinrich-von-Gagern-Gymnasium,60316,Frankfurt am Main,Bernhard-Grzimek-Allee 6-8,69,21235150,63,,,,,,,,,849,,,849,849,21240537,poststelle@heinrich-von-gagern-gymnasium.frankfurt.schulverwaltung.hessen.de
5111,412,0,1,,Lessing-Gymnasium,60322,Frankfurt am Main,Fürstenbergerstraße 166,69,21235136,49,,,,,,,,,804,,,804,804,21240568,poststelle@lessinggymnasium.frankfurt.schulverwaltung.hessen.de
5112,412,0,1,,Freiherr-vom-Stein-Schule,60594,Frankfurt am Main,Schweizer Straße 87,69,21233841,165,,,,,,,,,913,,,913,913,21231895,poststelle@freiherr-vom-stein-schule.frankfurt.schulverwaltung.hessen.de
5113,412,0,1,,Liebigschule,60488,Frankfurt am Main,Kollwitzstraße 3,69,21239479,174,,,,,,,,,1107,,,1107,1107,21239480,poststelle@liebigschule.frankfurt.schulverwaltung.hessen.de
5114,412,0,1,,Leibnizschule,65929,Frankfurt am Main,Gebeschusstraße 22-24,69,21245505,109,,,,,,,,,823,,,823,823,21245779,poststelle@leibnizschule.frankfurt.schulverwaltung.hessen.de
5115,412,0,1,,Musterschule,60318,Frankfurt am Main,Oberweg 5-9,69,21235267,84,,,,,,,,,885,,,885,885,21240541,poststelle@musterschule.frankfurt.schulverwaltung.hessen.de
5116,412,0,1,,Goethe-Gymnasium,60325,Frankfurt am Main,Friedrich-Ebert-Anlage 22,69,21233525,171,,,,,,,,,1008,,,1008,1008,21230717,poststelle@goethegymnasium.frankfurt.schulverwaltung.hessen.de
5117,412,0,2,,Anna-Schmidt-Schule,60322,Frankfurt am Main,Gärtnerweg 29,69,9550050,57,,,371,,,,,,962,,,1333,1333,5962111,info@anna-schmidt-schule.de
5118,412,0,2,,Freie Waldorfschule Frankfurt,60433,Frankfurt am Main,Friedlebenstraße 52,69,953060,16,,19,279,,,,,,665,,,963,944,95294225,mail@waldorfschule-frankfurt.de
5119,412,0,2,,Private Kant-Schule,60322,Frankfurt am Main,Hammanstraße 9,69,9551290,16,,,195,,,,,,157,,,352,352,95512920,info@kant-schule.de
5120,439,4,1,,Rheingauschule,65366,Geisenheim,Dr.-Schramm-Straße 1,6722,99010,49,,,,,,,,,912,,,912,912,990120,poststelle@rgs.geisenheim.schulverwaltung.hessen.de
5121,439,4,2,,St. Ursula-Schule,65366,Geisenheim,Rüdesheimer Straße 30,6722,96070,18,,,,,,,100,,650,,,750,750,960719,sekretariat@st-ursula-schule.de
5122,411,0,1,,Eleonorenschule,64293,Darmstadt,Julius-Reiber-Straße 1,6151,132565,59,,,,,,,,,878,,,878,878,132647,poststelle@elo.darmstadt.schulverwaltung.hessen.de
4060,438,10,1,,Sonnentauschule,63179,Obertshausen,Rembrücker Weg 15,6104,42686,21,,,232,,,,,,,,,232,232,499517,poststelle@sonnentauschule.obertshausen.schulverwaltung.hessen.de
4061,438,2,1,,Wingertschule,63303,Dreieich,An der Pfaffenwiese 4,6074,5464,4,,,175,,,,,,,,,175,175,629160,poststelle@wingert.dreieich.schulverwaltung.hessen.de
4062,438,5,1,,Matthias-Claudius-Schule,63150,Heusenstamm,Obertshäuser Straße 34,6106,3475,5,,,70,,,,,,,,,70,70,643249,poststelle@matthias-claudius.heusenstamm.schulverwaltung.hessen.de
4065,438,13,1,,Konrad-Adenauer-Schule,63500,Seligenstadt,Steinweg 21,6182,21554,13,,8,244,,,,,,,46,,298,290,200460,poststelle@konrad-adenauer.seligenstadt.schulverwaltung.hessen.de
4068,438,2,1,,Schillerschule,63303,Dreieich,Moselstraße 7,6103,62377,27,,16,173,,,,,,,,,189,173,962901,poststelle@schiller.dreieich.schulverwaltung.hessen.de
4069,438,2,1,,Erich-Kästner-Schule,63303,Dreieich,Breslauer Straße 28,6103,61414,38,,,278,,,,,,,,,278,278,699914,poststelle@erich-kaestner.dreieich.schulverwaltung.hessen.de
4070,438,2,1,,Gerhart-Hauptmann-Schule,63303,Dreieich,Schlesienweg 1,6103,34411,43,,,236,,,,,,,,,236,236,371250,poststelle@gerhart-hauptmann.dreieich.schulverwaltung.hessen.de
4072,435,14,1,,Geschwister-Scholl-Schule,63456,Hanau,Darmstädter Straße 13,6181,61519,8,,,174,,,,,,,,,174,174,650182,poststelle@geschwister-scholl-schule.hanau.schulverwaltung.hessen.de
4073,435,14,1,,Eppsteinschule,63456,Hanau,Doorner Straße 49,6181,650790,101,,,,,59,,347,,,,,417,417,650801,poststelle@eppsteinschule.hanau.schulverwaltung.hessen.de
4074,435,14,1,,Theodor-Heuss-Schule,63456,Hanau,Jürgen-Sticher-Platz 1,6181,61451,16,,16,208,,,,,,,,,224,208,650397,poststelle@theodor-heuss-schule.hanau.schulverwaltung.hessen.de
4075,438,7,1,,Käthe-Paulus-Schule,63533,Mainhausen,Lehrer-Lommel-Weg 1,6182,22617,13,,,172,,,,,,,,,172,172,899155,poststelle@kaethe-paulus.mainhausen.schulverwaltung.hessen.de
4076,435,27,1,,Hans-Elm-Schule,36391,Sinntal,Schulstraße 23,6665,277,15,,,96,,94,,241,,,,,431,431,13045,poststelle@hans-elm.sinntal.schulverwaltung.hessen.de
4082,435,2,1,,Grundschule Romsthal,63628,Bad Soden-Salmünster,Georg-Kind-Straße 1,6056,8354,,,,69,,,,,,,,,69,69,911495,poststelle@romsthal.bad-soden-salmuenster.schulverwaltung.hessen.de
4086,435,25,1,,Elmerland-Grundschule,36381,Schlüchtern,Huttener Straße 13,6661,6210,,,,66,,,,,,,,,66,66,911613,poststelle@elmerland.schluechtern.schulverwaltung.hessen.de
4088,435,25,1,,Grundschule Herolz,36381,Schlüchtern,Brückenauer Straße 85,6661,5670,5,,,56,,,,,,,,,56,56,916342,poststelle@herolz.schluechtern.schulverwaltung.hessen.de
4089,435,25,1,,Stadtschule Schlüchtern,36381,Schlüchtern,Lotichiusstraße 29,6661,91120,46,,,,,149,,600,,,,,749,749,911299,poststelle@stadtschule.schluechtern.schulverwaltung.hessen.de
4090,435,25,1,,Grundschule Vollmerz,36381,Schlüchtern,Hinkelhofer Straße 14,6664,4184,,,,40,,,,,,,,,40,40,4184,poststelle@vollmerz.schluechtern.schulverwaltung.hessen.de
4091,435,25,1,,Landrückenschule,36381,Schlüchtern,Am Köllerfeld 8,6661,4451,,,,54,,,,,,,,,54,54,608874,poststelle@landruecken.schluechtern.schulverwaltung.hessen.de
4093,435,2,1,,Grundschule an der Salz,63628,Bad Soden-Salmünster,Sebastian-Herbst-Straße 10,6056,8229,14,,,103,,,,,,,,,103,103,919849,poststelle@g.bad-soden-salmuenster.schulverwaltung.hessen.de
4095,435,28,1,,Brüder-Grimm-Schule,36396,Steinau a.d.Straße,Schloßstraße 22,6663,809840,35,,,203,76,43,,136,,,,,458,458,8098419,poststelle@grimm.steinau.schulverwaltung.hessen.de
4097,435,27,1,,Mittelpunktschule Kinzigquelle,36391,Sinntal,Seemeweg 21,6664,256,2,,11,205,,,,,,,,,216,205,918942,poststelle@mps.sinntal.schulverwaltung.hessen.de
4099,435,28,1,,Bilzbergschule Ulmbach,36396,Steinau a.d.Straße,Alte Steinauer Straße 8,6667,464,3,,,78,,,,,,,,,78,78,918645,poststelle@bilzbergschule.steinau.schulverwaltung.hessen.de
4101,631,16,1,,Grundschule Uttrichshausen,36148,Kalbach,Schulstraße 1,9742,1896,,,,56,,,,,,,,,56,56,930620,poststelle@g-uttrichshausen.kalbach.schulverwaltung.hessen.de
4108,439,14,1,,Äskulapschule,65388,Schlangenbad,Friedrich-Heusser-Straße 2,6129,9405,10,,,209,,,,,,,,,209,209,512965,poststelle@aeskulap.schlangenbad.schulverwaltung.hessen.de
4109,439,6,1,,Geschwister-Grimm-Schule,65329,Hohenstein,Bleidenstadter Weg 12,6120,4987,5,,,173,,,,,,,,,173,173,972096,poststelle@geschwister-grimm-schule.hohenstein.schulverwaltung.hessen.de
4110,439,5,1,,Fledermausschule,65321,Heidenrod,Im Bangert 9,6120,8101,5,,,96,,,,,,,,,96,96,978432,poststelle@fledermausschule.laufenselden.schulverwaltung.hessen.de
4111,439,5,1,,Grundschule Kemeler Heide,65321,Heidenrod,Dr.-Karl-Hermann-May-Str. 2,6124,8015,2,,,158,,,,,,,,,158,158,720518,poststelle@gskemel.heidenrod.schulverwaltung.hessen.de
4129,434,4,1,,Wiesbachschule,61279,Grävenwiesbach,Mönchweg 4,6086,509,22,,,198,,,,,,,,,198,198,919807,poststelle@wbs.graevenwiesbach.schulverwaltung.hessen.de
4130,434,7,1,,"Grundschule ""Am Hasenberg""",61267,Neu-Anspach,Goldammerweg 2,6081,944690,11,,21,216,,,,,,,,,237,216,944691,poststelle@hsb.neu-anspach.schulverwaltung.hessen.de
4132,434,13,1,,Grundschule im Weiltal,61276,Weilrod,Am Senner 3,6083,910200,3,,,126,,,,,,,,,126,126,910201,poststelle@raw.weilrod.schulverwaltung.hessen.de
4133,434,11,1,,Astrid-Lindgren-Schule,61250,Usingen,Wilhelm-M.-Dienstbach-Str.11,6081,2744,35,,,371,,,,,,,,,371,371,686754,poststelle@als.usingen.schulverwaltung.hessen.de
4135,434,12,1,,Limesschule Wehrheim,61273,Wehrheim,Schulstraße 7-9,6081,56582,16,,12,365,,,,,,,,,377,365,981324,poststelle@lms.wehrheim.schulverwaltung.hessen.de
4136,434,13,1,,Max-Ernst-Schule,61276,Weilrod,Camberger Weg 8,6083,956990,46,,,,,82,,471,,,,,553,553,9569948,poststelle@mes.weilrod.schulverwaltung.hessen.de
4137,532,1,1,,Grundschule Aßlar,35614,Aßlar,Bornstraße 6,6441,81630,40,,,371,,,,,,,,,371,371,87831,poststelle@g.asslar.schulverwaltung.hessen.de
4140,531,2,1,,Grundschule Biebertal,35444,Biebertal,Am Bornberg 17-19,6409,7303,3,,,207,,,,,,,,,207,207,1802,poststelle@grund.biebertal-rodheim.schulverwaltung.hessen.de
4141,531,2,1,,Grundschule am Keltentor,35444,Biebertal,Rodheimer Straße 16,6409,806749,3,,,90,,,,,,,,,90,90,806762,poststelle@grund-am-keltentor.biebertal-fellingshausen.schulverwaltung.hessen.de
4142,532,21,1,,Grundschule Oberbiel,35606,Solms,Norrstraße 20,6441,51355,2,,,84,,,,,,,,,84,84,951599,poststelle@g.oberbiel.schulverwaltung.hessen.de
4143,532,3,1,,Grundschule Bonbaden,35619,Braunfels,Am Kreuzberg 19,6442,22511,8,,,71,,,,,,,,,71,71,220840,poststelle@g.bonbaden.schulverwaltung.hessen.de
4144,532,3,1,,Schloss-Schule Braunfels,35619,Braunfels,Gartenstraße 4,6442,4272,21,,11,189,,,,,,,,,212,201,931487,poststelle@g.braunfels.schulverwaltung.hessen.de
4145,532,3,1,,Grundschule Tiefenbach,35619,Braunfels,Buchwaldstraße 6,6473,8660,1,,,27,,,,,,,,,27,27,410522,poststelle@g.tiefenbach.schulverwaltung.hessen.de
4146,532,23,1,,Grundschule Dutenhofen,35582,Wetzlar,Schulweg 4,641,21233,1,,,93,,,,,,,,,93,93,2509522,poststelle@g.dutenhofen.schulverwaltung.hessen.de
4147,532,8,1,,Dillwiesenschule,35630,Ehringshausen,Pestalozzistraße 5 a,6443,9461,26,,,208,,,,,,,,,225,225,810275,poststelle@g.ehringshausen.schulverwaltung.hessen.de
4148,532,23,1,,Grundschule Garbenheim,35583,Wetzlar,Schulstraße 10,6441,42288,2,,,69,,,,,,,,,69,69,443235,poststelle@g.garbenheim.schulverwaltung.hessen.de
4149,532,23,1,,Philipp-Schubert-Schule,35586,Wetzlar,Blasbacher Straße 16,6441,3094540,17,,,177,,,,,,,,,177,177,30945444,poststelle@philipp-schubert.wetzlar.schulverwaltung.hessen.de
4150,532,13,1,,Dünsbergschule,35644,Hohenahr,Schulstraße 4,6446,333,3,,,155,24,,,,,,,,179,179,921201,poststelle@duensberg.hohenahr.schulverwaltung.hessen.de
4151,532,14,1,,Grundschule Hochelheim,35625,Hüttenberg,Schulstraße 1,6403,3453,2,,,144,,,,,,,,,144,144,925360,poststelle@g.hochelheim.schulverwaltung.hessen.de
4152,532,8,1,,Chattenbergschule,35630,Ehringshausen,Chattenhöhe,6449,921439,1,,12,107,,,,,,,,,119,107,921447,poststelle@g.katzenfurt.schulverwaltung.hessen.de
4153,531,18,1,,Grundschule Krofdorf-Gleiberg,35435,Wettenberg,Burgstraße 14,641,82569,4,,,164,,,,,,,,,164,164,82476,poststelle@grund.wettenberg-krofdorf.schulverwaltung.hessen.de
4154,531,18,1,,Grundschule Launsbach,35435,Wettenberg,An der Ziegelhütte 24,641,82121,1,,,75,,,,,,,,,75,75,8773092,poststelle@grund.wettenberg-launsbach.schulverwaltung.hessen.de
4155,532,16,1,,Grundschule Leun,35638,Leun,Am Dollberg 16,6473,8430,3,,,92,,,,,,,,,92,92,410782,poststelle@g.leun.schulverwaltung.hessen.de
4156,532,16,1,,Lahn-Ulm-Schule,35638,Leun,Kirchweg 18-20,6473,1329,3,,,113,,,,,,,,,113,113,410993,poststelle@g.lahn-ulm-schule.schulverwaltung.hessen.de
4157,531,5,1,,Lindbachschule,35398,Gießen,Breslauer Straße 1,6403,3468,2,,,79,,,,,,,,,79,79,7753572,poststelle@lindbach.giessen.schulverwaltung.hessen.de
4158,532,23,1,,Sayn-Wittgenstein-Grundschule,35581,Wetzlar,Schulstraße 2,6441,71844,5,,,71,,,,,,,,,71,71,4479551,poststelle@g.muenchholzhausen.schulverwaltung.hessen.de
4159,532,23,1,,Wetzbachtalschule,35580,Wetzlar,Tiergartenstraße 8,6441,23246,26,,,359,,,,,,,,,370,370,211452,poststelle@gf.nauborn.schulverwaltung.hessen.de
4160,532,23,1,,Grundschule Naunheim,35584,Wetzlar,Schulstraße 3,6441,1771,16,,,161,,,,,,,,,161,161,382136,poststelle@g.naunheim.schulverwaltung.hessen.de
4161,532,21,1,,Grundschule Niederbiel,35606,Solms,Am Rotdorn 8,6442,1801,4,,,69,,,,,,,,,69,69,927830,poststelle@g.niederbiel.schulverwaltung.hessen.de
4162,532,14,1,,Grundschule Rechtenbach,35625,Hüttenberg,Weidenhäuser Straße 43,6441,97760,4,,,243,,,,,,,,,243,243,977624,poststelle@g.rechtenbach.schulverwaltung.hessen.de
4163,532,21,1,,Grundschule Burgsolms,35606,Solms,Bergstraße 9,6442,7234,4,,,151,,,,,,,,,151,151,240928,poststelle@g.burgsolms.schulverwaltung.hessen.de
4164,532,21,1,,Astrid-Lindgren-Schule,35606,Solms,Weidfeldsweg 28,6442,1748,,,,78,,,,,,,,,78,78,220941,poststelle@astrid-lindgren.solms.schulverwaltung.hessen.de
4165,532,23,1,,Grundschule Steindorf-Albshausen,35579,Wetzlar,Schulstraße 28,6441,22657,6,,,137,,,,,,,,,137,137,921235,poststelle@g.steindorf-albshausen.schulverwaltung.hessen.de
4166,532,10,1,,Grundschule Ulmtal,35753,Greifenstein,Bahnhofstraße 16,6478,703,1,,,101,,,,,,,,,101,101,911085,poststelle@g.ulmtal.schulverwaltung.hessen.de
4168,532,15,1,,Grundschule Waldgirmes,35633,Lahnau,Pestalozzistraße 11,6441,61610,2,,,228,,,,,,,,,228,228,671712,poststelle@g.waldgirmes.schulverwaltung.hessen.de
4170,532,22,1,,Lotte-Eckert-Schule,35647,Waldsolms,Schulstraße 3,6085,848,2,,,137,,,,,,,,,137,137,970283,poststelle@gf.brandoberndorf.schulverwaltung.hessen.de
4171,532,1,1,,Grundschule Werdorf,35614,Aßlar,Bergstraße 2,6443,9555,2,,,113,,,,,,,,,113,113,812905,poststelle@g.werdorf.schulverwaltung.hessen.de
4172,532,23,1,,Geschwister-Scholl-Schule,35576,Wetzlar,Weingartenstraße 19 b,6441,32550,87,,,298,,,,,,,,,324,324,381240,poststelle@geschwister-scholl.wetzlar.schulverwaltung.hessen.de
4173,532,23,1,,Lotteschule,35578,Wetzlar,Frankfurter Straße 25,6441,45508,30,,14,235,,,,,,,,,249,235,946878,poststelle@lotteschule.wetzlar.schulverwaltung.hessen.de
4175,532,23,1,,Albert-Schweitzer-Schule,35578,Wetzlar,Wiesenaue 20,6441,76212,23,,,278,,,,,,,,,278,278,975819,poststelle@albert-schweitzer.wetzlar.schulverwaltung.hessen.de
4176,532,23,1,,Dalheim-Schule,35576,Wetzlar,Berliner Ring 15,6441,51663,64,,13,232,,,,,,,,,274,261,5690208,poststelle@dalheim.wetzlar.schulverwaltung.hessen.de
4177,532,23,1,,Ludwig-Erk-Schule,35578,Wetzlar,Ludwig-Erk-Straße 1,6441,22533,10,,,82,,,,,,,,,82,82,926944,poststelle@ludwig-erk.wetzlar.schulverwaltung.hessen.de
4178,531,18,1,,Grundschule Wißmar,35435,Wettenberg,Hainer Weg 11,6406,2666,7,,,161,,,,,,,,,161,161,907541,poststelle@grund.wettenberg-wissmar.schulverwaltung.hessen.de
4190,432,18,1,,Wilhelm-Leuschner-Schule,64319,Pfungstadt,Christian-Stock-Straße 2,6157,974940,19,,11,216,,,,,,,,,227,216,9749425,poststelle@wls.pfungstadt.schulverwaltung.hessen.de
4191,432,22,1,,Tannenbergschule,64342,Seeheim-Jugenheim,Im Weedring 2-10,6257,81657,2,,,264,,,,,,,,,264,264,868120,poststelle@tbs.seeheim-jugenheim.schulverwaltung.hessen.de
4193,435,29,1,,Kinderbrücke,63607,Wächtersbach,Gelnhäuser Straße 7,6053,1845,17,,,322,,,,,,,,,322,322,619676,poststelle@kinderbruecke.waechtersbach.schulverwaltung.hessen.de
4194,531,13,1,,Salzbödetal-Schule,35457,Lollar,Schulstraße 12,6406,4991,1,,,99,,,,,,,,,99,99,4921,poststelle@grund-salzboedetal.lollar-salzboeden.schulverwaltung.hessen.de
4196,433,12,1,,Grundschule Innenstadt,65428,Rüsselsheim,Schulstraße 8,6142,836750,60,,11,238,,,,,,,,,260,249,8367515,poststelle@gsi.ruesselsheim.schulverwaltung.hessen.de
4199,435,7,1,,Schule am Eulenhof,63526,Erlensee,Langendiebacher Straße 35,6183,3043,37,,14,203,,,,,,,,,217,203,902882,poststelle@eulenhof.erlensee.schulverwaltung.hessen.de
4201,438,8,1,,Rote-Warte-Schule,63165,Mühlheim am Main,Birkenwaldstraße 39 a,6108,74583,12,,,129,,,,,,,,,129,129,794603,poststelle@rote-warte.muehlheim.schulverwaltung.hessen.de
4202,438,1,1,,Aue-Schule,63128,Dietzenbach,Talstraße 1-3,6074,27848,83,,11,345,,,,,,,,,370,359,492223,poststelle@aue.dietzenbach.schulverwaltung.hessen.de
4203,435,25,1,,Bergwinkel-Grundschule,36381,Schlüchtern,Struthweg 39,6661,6074940,33,,13,290,,,,,,,,,303,290,60749499,poststelle@bergwinkel.schluechtern.schulverwaltung.hessen.de
4204,535,16,1,,Grundschule Schotten,63679,Schotten,Vogelsbergstraße 137,6044,950513,17,,,284,,,,,,,,,284,284,950514,poststelle@grund.schotten.schulverwaltung.hessen.de
4207,411,0,1,2,Mornewegschule,64285,Darmstadt,Hermannstraße 21,6151,132552,213,,10,291,,,,,455,,,,803,793,132553,poststelle@mws.darmstadt.schulverwaltung.hessen.de
4208,412,0,1,,Martin-Buber-Schule,60598,Frankfurt am Main,Sachsenhäuser Landwehrw. 301,69,685721,46,,,245,,,,,,,,,245,245,681079,poststelle@martin-buber-schule.frankfurt.schulverwaltung.hessen.de
4209,413,0,1,,Lauterbornschule,63069,Offenbach am Main,Schubertstraße 89-91,69,80652725,71,,10,367,,,,,,,,,377,367,80653069,poststelle@lauterborn.offenbach.schulverwaltung.hessen.de
4210,414,0,2,,Obermayr Europa-Schule Campus Erbenheim,65205,Wiesbaden,Berliner Straße 150,611,360730,57,,,463,,,,60,,319,,,842,842,3607322,poststelle@europaschule.wiesbaden.schulverwaltung.hessen.de
4211,432,14,1,,Schule am Pfaffenberg,64367,Mühltal,Am Steinbruch 2,6151,14383,24,,,251,,,,,,,,,260,260,14389,poststelle@sap.muehltal.schulverwaltung.hessen.de
4212,435,19,1,,Grundschule Villa Kunterbunt,63477,Maintal,Goethestraße 61,6109,605117,91,,15,269,,,,,,,,,284,269,605118,poststelle@kunterbunt.maintal.schulverwaltung.hessen.de
4213,434,8,1,,Grundschule Stierstadt,61440,Oberursel (Taunus),Fasanenweg 2,6171,6947773,21,,,234,,,,,,,,,234,234,6947776,poststelle@gst.oberursel.schulverwaltung.hessen.de
4214,434,13,1,,Grundschule am Sommerberg,61276,Weilrod,Talaue 2,6083,95030,8,,,174,,,,,,,,,174,174,950328,poststelle@asb.weilrod.schulverwaltung.hessen.de
4218,414,0,1,,Kellerskopfschule,65207,Wiesbaden,Rudolf-Dietz-Straße 12,6127,9917890,30,,,,,,,364,,,,,364,364,99178922,poststelle@kellerskopfschule.wiesbaden.schulverwaltung.hessen.de
4219,533,17,1,,Heinrich-von-Gagern-Schule,35781,Weilburg,Am Windhof,6471,2058,81,,,,108,74,,207,,,,,427,427,2059,poststelle@heinrich-von-gagern.weilburg.schulverwaltung.hessen.de
4220,437,9,1,,Schule an der Mümling,64739,Höchst i. Odw.,Pestalozzistraße 20,6163,82660,76,,10,298,,,,,,,39,,375,365,82635,poststelle@g.hoechst.schulverwaltung.hessen.de
